Date,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma30,ma60,ma_vol5,ma_vol10,ma_vol20,ma_vol30,ma_vol60,Pre1Close,Pre2Close,Pre3Close,Pre4Close,Pre5Close,Pre1ma5,Pre2ma5,Pre3ma5,Pre4ma5,Pre5ma5,Pre1ma10,Pre2ma10,Pre3ma10,Pre4ma10,Pre5ma10,Pre1ma20,Pre2ma20,Pre3ma20,Pre4ma20,Pre5ma20,Pre1ma30,Pre2ma30,Pre3ma30,Pre4ma30,Pre5ma30,Pre1ma60,Pre2ma60,Pre3ma60,Pre4ma60,Pre5ma60,Pre1ma_vol5,Pre2ma_vol5,Pre3ma_vol5,Pre4ma_vol5,Pre5ma_vol5,Pre1ma_vol10,Pre2ma_vol10,Pre3ma_vol10,Pre4ma_vol10,Pre5ma_vol10,Pre1ma_vol20,Pre2ma_vol20,Pre3ma_vol20,Pre4ma_vol20,Pre5ma_vol20,Pre1ma_vol30,Pre2ma_vol30,Pre3ma_vol30,Pre4ma_vol30,Pre5ma_vol30,Pre1ma_vol60,Pre2ma_vol60,Pre3ma_vol60,Pre4ma_vol60,Pre5ma_vol60,predict
2020-02-10,81.26298250329118,81.4835484608245,80.87939366899543,81.45478057861328,1477800,80.54567413330078,80.05851974487305,79.55746002197266,78.75631841023763,79.15351969401041,1185680.0,1460790.0,1395300.0,1400070.0,1568100.0,80.74513244628906,80.4286880493164,79.89165496826172,80.20811462402344,79.4409408569336,80.14290618896484,79.9281005859375,79.94727935791016,79.74781494140625,79.57136535644531,79.80918807983399,79.67109756469726,79.59533920288088,79.50711441040039,79.47451095581054,79.38101005554198,79.1992862701416,79.01372566223145,78.84686584472657,78.72172012329102,78.59914042154948,78.45895207722981,78.3080457051595,78.19376729329427,78.07084477742514,79.11968523661295,79.10958099365234,79.10189412434896,79.10458602905274,79.12596804300944,1202220.0,1201560.0,1337320.0,1604220.0,1735900.0,1432900.0,1392940.0,1409640.0,1454730.0,1530950.0,1385960.0,1354725.0,1417095.0,1428010.0,1475470.0,1378606.666666667,1341670.0,1339853.333333333,1489970.0,1536086.666666667,1567396.666666667,1556383.333333333,1553663.333333333,1571153.333333333,1578198.333333333,0
2020-02-11,81.36847174004565,81.79042020042229,81.03283424490455,81.3109359741211,1265200,80.76623840332032,80.25702667236328,79.67781105041504,78.89727478027343,79.16178588867187,1275700.0,1439960.0,1388685.0,1408630.0,1566260.0,81.45478057861328,80.74513244628906,80.4286880493164,79.89165496826172,80.20811462402344,80.54567413330078,80.14290618896484,79.9281005859375,79.94727935791016,79.74781494140625,80.05851974487305,79.80918807983399,79.67109756469726,79.59533920288088,79.50711441040039,79.55746002197266,79.38101005554198,79.1992862701416,79.01372566223145,78.84686584472657,78.75631841023763,78.59914042154948,78.45895207722981,78.3080457051595,78.19376729329427,79.15351969401041,79.11968523661295,79.10958099365234,79.10189412434896,79.10458602905274,1185680.0,1202220.0,1201560.0,1337320.0,1604220.0,1460790.0,1432900.0,1392940.0,1409640.0,1454730.0,1395300.0,1385960.0,1354725.0,1417095.0,1428010.0,1400070.0,1378606.666666667,1341670.0,1339853.333333333,1489970.0,1568100.0,1567396.666666667,1556383.333333333,1553663.333333333,1571153.333333333,1
2020-02-12,81.17668097606466,81.77123673421501,80.77391598189531,81.3109359741211,1418200,81.05009460449219,80.49868698120117,79.85186347961425,79.0455312093099,79.15561040242513,1364040.0,1350680.0,1398420.0,1417036.666666667,1568071.666666667,81.3109359741211,81.45478057861328,80.74513244628906,80.4286880493164,79.89165496826172,80.76623840332032,80.54567413330078,80.14290618896484,79.9281005859375,79.94727935791016,80.25702667236328,80.05851974487305,79.80918807983399,79.67109756469726,79.59533920288088,79.67781105041504,79.55746002197266,79.38101005554198,79.1992862701416,79.01372566223145,78.89727478027343,78.75631841023763,78.59914042154948,78.45895207722981,78.3080457051595,79.16178588867187,79.15351969401041,79.11968523661295,79.10958099365234,79.10189412434896,1275700.0,1185680.0,1202220.0,1201560.0,1337320.0,1439960.0,1460790.0,1432900.0,1392940.0,1409640.0,1388685.0,1395300.0,1385960.0,1354725.0,1417095.0,1408630.0,1400070.0,1378606.666666667,1341670.0,1339853.333333333,1566260.0,1568100.0,1567396.666666667,1556383.333333333,1553663.333333333,0
2020-02-13,81.14790990406624,81.91508024618992,81.14790990406624,81.7232894897461,1202500,81.30901489257812,80.61855773925781,80.00290145874024,79.1829833984375,79.14551544189453,1376240.0,1288900.0,1397140.0,1414933.333333333,1564575.0,81.3109359741211,81.3109359741211,81.45478057861328,80.74513244628906,80.4286880493164,81.05009460449219,80.76623840332032,80.54567413330078,80.14290618896484,79.9281005859375,80.49868698120117,80.25702667236328,80.05851974487305,79.80918807983399,79.67109756469726,79.85186347961425,79.67781105041504,79.55746002197266,79.38101005554198,79.1992862701416,79.0455312093099,78.89727478027343,78.75631841023763,78.59914042154948,78.45895207722981,79.15561040242513,79.16178588867187,79.15351969401041,79.11968523661295,79.10958099365234,1364040.0,1275700.0,1185680.0,1202220.0,1201560.0,1350680.0,1439960.0,1460790.0,1432900.0,1392940.0,1398420.0,1388685.0,1395300.0,1385960.0,1354725.0,1417036.666666667,1408630.0,1400070.0,1378606.666666667,1341670.0,1568071.666666667,1566260.0,1568100.0,1567396.666666667,1556383.333333333,0
2020-02-14,82.05893318221939,82.91241455078126,81.94385432983448,82.91241455078125,939200,81.74247131347656,80.9426887512207,80.19229774475097,79.39683354695639,79.1468282063802,1260580.0,1231400.0,1393020.0,1386313.333333333,1564778.333333333,81.7232894897461,81.3109359741211,81.3109359741211,81.45478057861328,80.74513244628906,81.30901489257812,81.05009460449219,80.76623840332032,80.54567413330078,80.14290618896484,80.61855773925781,80.49868698120117,80.25702667236328,80.05851974487305,79.80918807983399,80.00290145874024,79.85186347961425,79.67781105041504,79.55746002197266,79.38101005554198,79.1829833984375,79.0455312093099,78.89727478027343,78.75631841023763,78.59914042154948,79.14551544189453,79.15561040242513,79.16178588867187,79.15351969401041,79.11968523661295,1376240.0,1364040.0,1275700.0,1185680.0,1202220.0,1288900.0,1350680.0,1439960.0,1460790.0,1432900.0,1397140.0,1398420.0,1388685.0,1395300.0,1385960.0,1414933.333333333,1417036.666666667,1408630.0,1400070.0,1378606.666666667,1564575.0,1568071.666666667,1566260.0,1568100.0,1567396.666666667,0
2020-02-18,83.12338994778888,83.29600457059884,81.93427105529177,82.73020935058594,879800,81.9975570678711,81.27161560058593,80.37306327819825,79.57168528238931,79.14383443196614,1140980.0,1163330.0,1347140.0,1371423.333333333,1563061.666666667,82.91241455078125,81.7232894897461,81.3109359741211,81.3109359741211,81.45478057861328,81.74247131347656,81.30901489257812,81.05009460449219,80.76623840332032,80.54567413330078,80.9426887512207,80.61855773925781,80.49868698120117,80.25702667236328,80.05851974487305,80.19229774475097,80.00290145874024,79.85186347961425,79.67781105041504,79.55746002197266,79.39683354695639,79.1829833984375,79.0455312093099,78.89727478027343,78.75631841023763,79.1468282063802,79.14551544189453,79.15561040242513,79.16178588867187,79.15351969401041,1260580.0,1376240.0,1364040.0,1275700.0,1185680.0,1231400.0,1288900.0,1350680.0,1439960.0,1460790.0,1393020.0,1397140.0,1398420.0,1388685.0,1395300.0,1386313.333333333,1414933.333333333,1417036.666666667,1408630.0,1400070.0,1564778.333333333,1564575.0,1568071.666666667,1566260.0,1568100.0,0
2020-02-19,82.65348497403234,82.73019688211497,81.82877160227353,81.8383560180664,1068500,82.10304107666016,81.43463973999023,80.47087707519532,79.70945714314779,79.13248329162597,1101640.0,1188670.0,1321700.0,1348230.0,1564970.0,82.73020935058594,82.91241455078125,81.7232894897461,81.3109359741211,81.3109359741211,81.9975570678711,81.74247131347656,81.30901489257812,81.05009460449219,80.76623840332032,81.27161560058593,80.9426887512207,80.61855773925781,80.49868698120117,80.25702667236328,80.37306327819825,80.19229774475097,80.00290145874024,79.85186347961425,79.67781105041504,79.57168528238931,79.39683354695639,79.1829833984375,79.0455312093099,78.89727478027343,79.14383443196614,79.1468282063802,79.14551544189453,79.15561040242513,79.16178588867187,1140980.0,1260580.0,1376240.0,1364040.0,1275700.0,1163330.0,1231400.0,1288900.0,1350680.0,1439960.0,1347140.0,1393020.0,1397140.0,1398420.0,1388685.0,1371423.333333333,1386313.333333333,1414933.333333333,1417036.666666667,1408630.0,1563061.666666667,1564778.333333333,1564575.0,1568071.666666667,1566260.0,0
2020-02-20,81.89591277014712,82.92200879012032,81.58904313752942,82.8548812866211,1023800,82.41183013916016,81.73096237182617,80.66315078735352,79.91947123209636,79.16362546284994,1022760.0,1193400.0,1301520.0,1342530.0,1549211.666666667,81.8383560180664,82.73020935058594,82.91241455078125,81.7232894897461,81.3109359741211,82.10304107666016,81.9975570678711,81.74247131347656,81.30901489257812,81.05009460449219,81.43463973999023,81.27161560058593,80.9426887512207,80.61855773925781,80.49868698120117,80.47087707519532,80.37306327819825,80.19229774475097,80.00290145874024,79.85186347961425,79.70945714314779,79.57168528238931,79.39683354695639,79.1829833984375,79.0455312093099,79.13248329162597,79.14383443196614,79.1468282063802,79.14551544189453,79.15561040242513,1101640.0,1140980.0,1260580.0,1376240.0,1364040.0,1188670.0,1163330.0,1231400.0,1288900.0,1350680.0,1321700.0,1347140.0,1393020.0,1397140.0,1398420.0,1348230.0,1371423.333333333,1386313.333333333,1414933.333333333,1417036.666666667,1564970.0,1563061.666666667,1564778.333333333,1564575.0,1568071.666666667,0
2020-02-21,82.64389669913994,83.56450548177487,82.56717747149995,83.4398422241211,1517400,82.75514068603516,82.03207778930664,80.85158767700196,80.14355010986328,79.20864321390788,1085740.0,1230990.0,1311965.0,1313480.0,1529583.333333333,82.8548812866211,81.8383560180664,82.73020935058594,82.91241455078125,81.7232894897461,82.41183013916016,82.10304107666016,81.9975570678711,81.74247131347656,81.30901489257812,81.73096237182617,81.43463973999023,81.27161560058593,80.9426887512207,80.61855773925781,80.66315078735352,80.47087707519532,80.37306327819825,80.19229774475097,80.00290145874024,79.91947123209636,79.70945714314779,79.57168528238931,79.39683354695639,79.1829833984375,79.16362546284994,79.13248329162597,79.14383443196614,79.1468282063802,79.14551544189453,1022760.0,1101640.0,1140980.0,1260580.0,1376240.0,1193400.0,1188670.0,1163330.0,1231400.0,1288900.0,1301520.0,1321700.0,1347140.0,1393020.0,1397140.0,1342530.0,1348230.0,1371423.333333333,1386313.333333333,1414933.333333333,1549211.666666667,1564970.0,1563061.666666667,1564778.333333333,1564575.0,0
2020-02-24,82.82610855325159,83.61246239807456,82.21236932394336,82.26990509033203,1059000,82.62663879394532,82.18455505371094,80.99687156677246,80.31552505493164,79.23844706217447,1109700.0,1185140.0,1309020.0,1319020.0,1517098.333333333,83.4398422241211,82.8548812866211,81.8383560180664,82.73020935058594,82.91241455078125,82.75514068603516,82.41183013916016,82.10304107666016,81.9975570678711,81.74247131347656,82.03207778930664,81.73096237182617,81.43463973999023,81.27161560058593,80.9426887512207,80.85158767700196,80.66315078735352,80.47087707519532,80.37306327819825,80.19229774475097,80.14355010986328,79.91947123209636,79.70945714314779,79.57168528238931,79.39683354695639,79.20864321390788,79.16362546284994,79.13248329162597,79.14383443196614,79.1468282063802,1085740.0,1022760.0,1101640.0,1140980.0,1260580.0,1230990.0,1193400.0,1188670.0,1163330.0,1231400.0,1311965.0,1301520.0,1321700.0,1347140.0,1393020.0,1313480.0,1342530.0,1348230.0,1371423.333333333,1386313.333333333,1529583.333333333,1549211.666666667,1564970.0,1563061.666666667,1564778.333333333,0
