Date,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma30,ma60,ma_vol5,ma_vol10,ma_vol20,ma_vol30,ma_vol60,Pre1Close,Pre2Close,Pre3Close,Pre4Close,Pre5Close,Pre1ma5,Pre2ma5,Pre3ma5,Pre4ma5,Pre5ma5,Pre1ma10,Pre2ma10,Pre3ma10,Pre4ma10,Pre5ma10,Pre1ma20,Pre2ma20,Pre3ma20,Pre4ma20,Pre5ma20,Pre1ma30,Pre2ma30,Pre3ma30,Pre4ma30,Pre5ma30,Pre1ma60,Pre2ma60,Pre3ma60,Pre4ma60,Pre5ma60,Pre1ma_vol5,Pre2ma_vol5,Pre3ma_vol5,Pre4ma_vol5,Pre5ma_vol5,Pre1ma_vol10,Pre2ma_vol10,Pre3ma_vol10,Pre4ma_vol10,Pre5ma_vol10,Pre1ma_vol20,Pre2ma_vol20,Pre3ma_vol20,Pre4ma_vol20,Pre5ma_vol20,Pre1ma_vol30,Pre2ma_vol30,Pre3ma_vol30,Pre4ma_vol30,Pre5ma_vol30,Pre1ma_vol60,Pre2ma_vol60,Pre3ma_vol60,Pre4ma_vol60,Pre5ma_vol60,predict
2020-02-10,143.68589247574326,145.83262418417272,143.16372127202058,144.4788360595703,431900,146.26585083007814,146.3229019165039,146.32386856079103,145.19345041910807,142.92761789957683,656680.0,984170.0,998225.0,865346.6666666665,899680.0,144.28546142578125,148.0083770751953,149.3524932861328,145.20408630371094,142.29342651367188,145.82876892089843,145.24083251953124,145.18861389160156,145.1209259033203,146.37995300292968,146.20879821777345,146.2291046142578,146.00282745361332,145.2524383544922,145.37234497070312,146.336922454834,146.39252395629882,146.21556396484374,145.87179718017578,145.7330337524414,145.05742696126302,144.92752634684246,144.68319854736328,144.456276957194,144.25449676513668,143.00271886189782,143.09111506144203,143.09875666300456,143.10861790974934,143.190017191569,718820.0,795860.0,828160.0,845860.0,1311660.0,1095210.0,1127920.0,1158840.0,1196550.0,1223650.0,1018615.0,1019735.0,1016790.0,1013300.0,1006455.0,858706.6666666665,841770.0,836620.0,856443.3333333335,856963.3333333335,906885.0,903573.3333333335,902786.6666666665,896045.0,893810.0,1
2020-02-11,145.8809740383273,148.25978998760382,145.15572725265787,146.96400451660156,643900,146.61783447265626,145.86938018798827,146.28518829345703,145.38878326416017,142.9743558247884,646020.0,745940.0,976065.0,875020.0,890853.3333333335,144.4788360595703,144.28546142578125,148.0083770751953,149.3524932861328,145.20408630371094,146.26585083007814,145.82876892089843,145.24083251953124,145.18861389160156,145.1209259033203,146.3229019165039,146.20879821777345,146.2291046142578,146.00282745361332,145.2524383544922,146.32386856079103,146.336922454834,146.39252395629882,146.21556396484374,145.87179718017578,145.19345041910807,145.05742696126302,144.92752634684246,144.68319854736328,144.456276957194,142.92761789957683,143.00271886189782,143.09111506144203,143.09875666300456,143.10861790974934,656680.0,718820.0,795860.0,828160.0,845860.0,984170.0,1095210.0,1127920.0,1158840.0,1196550.0,998225.0,1018615.0,1019735.0,1016790.0,1013300.0,865346.6666666665,858706.6666666665,841770.0,836620.0,856443.3333333335,899680.0,906885.0,903573.3333333335,902786.6666666665,896045.0,1
2020-02-12,147.74729548465675,149.6619579698631,146.28713700317888,147.4668731689453,537100,146.24071044921874,145.71466217041015,146.24989395141603,145.5912083943685,143.01513112386067,582180.0,705170.0,966575.0,877883.3333333335,883841.6666666665,146.96400451660156,144.4788360595703,144.28546142578125,148.0083770751953,149.3524932861328,146.61783447265626,146.26585083007814,145.82876892089843,145.24083251953124,145.18861389160156,145.86938018798827,146.3229019165039,146.20879821777345,146.2291046142578,146.00282745361332,146.28518829345703,146.32386856079103,146.336922454834,146.39252395629882,146.21556396484374,145.38878326416017,145.19345041910807,145.05742696126302,144.92752634684246,144.68319854736328,142.9743558247884,142.92761789957683,143.00271886189782,143.09111506144203,143.09875666300456,646020.0,656680.0,718820.0,795860.0,828160.0,745940.0,984170.0,1095210.0,1127920.0,1158840.0,976065.0,998225.0,1018615.0,1019735.0,1016790.0,875020.0,865346.6666666665,858706.6666666665,841770.0,836620.0,890853.3333333335,899680.0,906885.0,903573.3333333335,902786.6666666665,1
2020-02-13,146.44183567981025,147.65058034204432,145.39747852101797,147.01235961914062,498200,146.0415069580078,145.64116973876952,146.15802917480468,145.73625691731772,143.1387451171875,562020.0,678940.0,940865.0,880633.3333333335,846423.3333333335,147.4668731689453,146.96400451660156,144.4788360595703,144.28546142578125,148.0083770751953,146.24071044921874,146.61783447265626,146.26585083007814,145.82876892089843,145.24083251953124,145.71466217041015,145.86938018798827,146.3229019165039,146.20879821777345,146.2291046142578,146.24989395141603,146.28518829345703,146.32386856079103,146.336922454834,146.39252395629882,145.5912083943685,145.38878326416017,145.19345041910807,145.05742696126302,144.92752634684246,143.01513112386067,142.9743558247884,142.92761789957683,143.00271886189782,143.09111506144203,582180.0,646020.0,656680.0,718820.0,795860.0,705170.0,745940.0,984170.0,1095210.0,1127920.0,966575.0,976065.0,998225.0,1018615.0,1019735.0,877883.3333333335,875020.0,865346.6666666665,858706.6666666665,841770.0,883841.6666666665,890853.3333333335,899680.0,906885.0,903573.3333333335,1
2020-02-14,147.04138655396514,148.42419829182126,146.22911358140973,147.13809204101562,528800,146.61203308105468,146.22040100097655,146.06133041381838,145.85584259033203,143.28379465738934,527980.0,623400.0,925620.0,871386.6666666665,825681.6666666665,147.01235961914062,147.4668731689453,146.96400451660156,144.4788360595703,144.28546142578125,146.0415069580078,146.24071044921874,146.61783447265626,146.26585083007814,145.82876892089843,145.64116973876952,145.71466217041015,145.86938018798827,146.3229019165039,146.20879821777345,146.15802917480468,146.24989395141603,146.28518829345703,146.32386856079103,146.336922454834,145.73625691731772,145.5912083943685,145.38878326416017,145.19345041910807,145.05742696126302,143.1387451171875,143.01513112386067,142.9743558247884,142.92761789957683,143.00271886189782,562020.0,582180.0,646020.0,656680.0,718820.0,678940.0,705170.0,745940.0,984170.0,1095210.0,940865.0,966575.0,976065.0,998225.0,1018615.0,880633.3333333335,877883.3333333335,875020.0,865346.6666666665,858706.6666666665,846423.3333333335,883841.6666666665,890853.3333333335,899680.0,906885.0,1
2020-02-18,145.71660881360341,146.73195741979626,140.33043477947868,143.1927490234375,1154400,146.35481567382809,146.31033325195312,145.84133911132812,145.92546691894532,143.3982226053874,672480.0,664580.0,944115.0,892496.6666666665,816646.6666666665,147.13809204101562,147.01235961914062,147.4668731689453,146.96400451660156,144.4788360595703,146.61203308105468,146.0415069580078,146.24071044921874,146.61783447265626,146.26585083007814,146.22040100097655,145.64116973876952,145.71466217041015,145.86938018798827,146.3229019165039,146.06133041381838,146.15802917480468,146.24989395141603,146.28518829345703,146.32386856079103,145.85584259033203,145.73625691731772,145.5912083943685,145.38878326416017,145.19345041910807,143.28379465738934,143.1387451171875,143.01513112386067,142.9743558247884,142.92761789957683,527980.0,562020.0,582180.0,646020.0,656680.0,623400.0,678940.0,705170.0,745940.0,984170.0,925620.0,940865.0,966575.0,976065.0,998225.0,871386.6666666665,880633.3333333335,877883.3333333335,875020.0,865346.6666666665,825681.6666666665,846423.3333333335,883841.6666666665,890853.3333333335,899680.0,1
2020-02-19,144.01466896001068,145.3878158999903,141.20072256108767,142.36111450195312,671900,145.43423767089843,146.02603607177738,145.63923721313478,145.92321014404297,143.47171401977542,678080.0,662050.0,929300.0,896216.6666666665,802373.3333333335,143.1927490234375,147.13809204101562,147.01235961914062,147.4668731689453,146.96400451660156,146.35481567382809,146.61203308105468,146.0415069580078,146.24071044921874,146.61783447265626,146.31033325195312,146.22040100097655,145.64116973876952,145.71466217041015,145.86938018798827,145.84133911132812,146.06133041381838,146.15802917480468,146.24989395141603,146.28518829345703,145.92546691894532,145.85584259033203,145.73625691731772,145.5912083943685,145.38878326416017,143.3982226053874,143.28379465738934,143.1387451171875,143.01513112386067,142.9743558247884,672480.0,527980.0,562020.0,582180.0,646020.0,664580.0,623400.0,678940.0,705170.0,745940.0,944115.0,925620.0,940865.0,966575.0,976065.0,892496.6666666665,871386.6666666665,880633.3333333335,877883.3333333335,875020.0,816646.6666666665,825681.6666666665,846423.3333333335,883841.6666666665,890853.3333333335,1
2020-02-20,142.3514516627383,144.79794974379533,141.34576781409177,144.15972900390625,650800,144.77280883789064,145.5067596435547,145.754793548584,145.9792958577474,143.5792116800944,700820.0,641500.0,900170.0,891693.3333333335,798620.0,142.36111450195312,143.1927490234375,147.13809204101562,147.01235961914062,147.4668731689453,145.43423767089843,146.35481567382809,146.61203308105468,146.0415069580078,146.24071044921874,146.02603607177738,146.31033325195312,146.22040100097655,145.64116973876952,145.71466217041015,145.63923721313478,145.84133911132812,146.06133041381838,146.15802917480468,146.24989395141603,145.92321014404297,145.92546691894532,145.85584259033203,145.73625691731772,145.5912083943685,143.47171401977542,143.3982226053874,143.28379465738934,143.1387451171875,143.01513112386067,678080.0,672480.0,527980.0,562020.0,582180.0,662050.0,664580.0,623400.0,678940.0,705170.0,929300.0,944115.0,925620.0,940865.0,966575.0,896216.6666666665,892496.6666666665,871386.6666666665,880633.3333333335,877883.3333333335,802373.3333333335,816646.6666666665,825681.6666666665,846423.3333333335,883841.6666666665,1
2020-02-21,142.8929668524858,143.83095391528133,140.41746008043415,142.3321075439453,531500,143.83675842285157,144.9391326904297,145.58411865234376,145.9080602010091,143.6294952392578,707480.0,634750.0,881335.0,891406.6666666665,798766.6666666665,144.15972900390625,142.36111450195312,143.1927490234375,147.13809204101562,147.01235961914062,144.77280883789064,145.43423767089843,146.35481567382809,146.61203308105468,146.0415069580078,145.5067596435547,146.02603607177738,146.31033325195312,146.22040100097655,145.64116973876952,145.754793548584,145.63923721313478,145.84133911132812,146.06133041381838,146.15802917480468,145.9792958577474,145.92321014404297,145.92546691894532,145.85584259033203,145.73625691731772,143.5792116800944,143.47171401977542,143.3982226053874,143.28379465738934,143.1387451171875,700820.0,678080.0,672480.0,527980.0,562020.0,641500.0,662050.0,664580.0,623400.0,678940.0,900170.0,929300.0,944115.0,925620.0,940865.0,891693.3333333335,896216.6666666665,892496.6666666665,871386.6666666665,880633.3333333335,798620.0,802373.3333333335,816646.6666666665,825681.6666666665,846423.3333333335,1
2020-02-24,137.26505618449187,138.08700854845551,135.49545203121366,136.12400817871094,1100400,141.63394165039062,144.12298736572262,145.16589279174804,145.59894409179688,143.54504470825196,821800.0,674890.0,885050.0,904040.0,805945.0,142.3321075439453,144.15972900390625,142.36111450195312,143.1927490234375,147.13809204101562,143.83675842285157,144.77280883789064,145.43423767089843,146.35481567382809,146.61203308105468,144.9391326904297,145.5067596435547,146.02603607177738,146.31033325195312,146.22040100097655,145.58411865234376,145.754793548584,145.63923721313478,145.84133911132812,146.06133041381838,145.9080602010091,145.9792958577474,145.92321014404297,145.92546691894532,145.85584259033203,143.6294952392578,143.5792116800944,143.47171401977542,143.3982226053874,143.28379465738934,707480.0,700820.0,678080.0,672480.0,527980.0,634750.0,641500.0,662050.0,664580.0,623400.0,881335.0,900170.0,929300.0,944115.0,925620.0,891406.6666666665,891693.3333333335,896216.6666666665,892496.6666666665,871386.6666666665,798766.6666666665,798620.0,802373.3333333335,816646.6666666665,825681.6666666665,1
