Date,Open,High,Low,Close,Volume,ma5,ma10,ma20,ma30,ma60,ma_vol5,ma_vol10,ma_vol20,ma_vol30,ma_vol60,Pre1Close,Pre2Close,Pre3Close,Pre4Close,Pre5Close,Pre1ma5,Pre2ma5,Pre3ma5,Pre4ma5,Pre5ma5,Pre1ma10,Pre2ma10,Pre3ma10,Pre4ma10,Pre5ma10,Pre1ma20,Pre2ma20,Pre3ma20,Pre4ma20,Pre5ma20,Pre1ma30,Pre2ma30,Pre3ma30,Pre4ma30,Pre5ma30,Pre1ma60,Pre2ma60,Pre3ma60,Pre4ma60,Pre5ma60,Pre1ma_vol5,Pre2ma_vol5,Pre3ma_vol5,Pre4ma_vol5,Pre5ma_vol5,Pre1ma_vol10,Pre2ma_vol10,Pre3ma_vol10,Pre4ma_vol10,Pre5ma_vol10,Pre1ma_vol20,Pre2ma_vol20,Pre3ma_vol20,Pre4ma_vol20,Pre5ma_vol20,Pre1ma_vol30,Pre2ma_vol30,Pre3ma_vol30,Pre4ma_vol30,Pre5ma_vol30,Pre1ma_vol60,Pre2ma_vol60,Pre3ma_vol60,Pre4ma_vol60,Pre5ma_vol60,predict
2020-02-10,205.50999450683602,205.88999938964844,203.05999755859366,205.8300018310547,670300,211.1160003662109,211.0720001220703,211.8595001220703,208.0653335571289,198.88233337402343,680640.0,559440.0,505645.0,519030.0,578761.6666666665,205.07000732421875,216.94000244140625,213.25999450683602,214.47999572753903,210.55999755859366,212.06199951171874,212.67599792480468,211.95599670410155,211.72999877929686,211.0279998779297,211.4660003662109,212.2339996337891,212.04199981689453,212.125,212.12100067138672,212.02399978637692,212.21449966430663,211.57499923706055,211.0724998474121,210.48550033569336,207.66133371988929,207.250666809082,206.43366648356118,205.73999989827476,204.93066660563147,198.525,198.2028333028157,197.65033315022785,197.1941665649414,196.7138333638509,618600.0,516200.0,476220.0,451140.0,438240.0,529770.0,455220.0,430110.0,425520.0,439640.0,504970.0,485275.0,493045.0,486155.0,493340.0,505223.33333333326,471570.0,467773.33333333326,495763.33333333326,503326.66666666674,574670.0,563141.6666666665,563945.0,570300.0,572861.6666666665,1
2020-02-11,206.30999755859366,206.30999755859366,204.3600006103516,204.4600067138672,801600,209.11200256347652,210.42100067138668,211.49500045776367,208.41233367919918,199.1906667073568,746560.0,598850.0,524175.0,537466.6666666665,583290.0,205.8300018310547,205.07000732421875,216.94000244140625,213.25999450683602,214.47999572753903,211.1160003662109,212.06199951171874,212.67599792480468,211.95599670410155,211.72999877929686,211.0720001220703,211.4660003662109,212.2339996337891,212.04199981689453,212.125,211.8595001220703,212.02399978637692,212.21449966430663,211.57499923706055,211.0724998474121,208.0653335571289,207.66133371988929,207.250666809082,206.43366648356118,205.73999989827476,198.88233337402343,198.525,198.2028333028157,197.65033315022785,197.1941665649414,680640.0,618600.0,516200.0,476220.0,451140.0,559440.0,529770.0,455220.0,430110.0,425520.0,505645.0,504970.0,485275.0,493045.0,486155.0,519030.0,505223.33333333326,471570.0,467773.33333333326,495763.33333333326,578761.6666666665,574670.0,563141.6666666665,563945.0,570300.0,0
2020-02-12,204.6699981689453,208.3699951171875,204.1300048828125,208.2899932861328,567700,208.11800231933597,210.03699951171882,211.4410003662109,208.94433339436853,199.54133326212562,748820.0,612520.0,519750.0,546040.0,586423.3333333335,204.4600067138672,205.8300018310547,205.07000732421875,216.94000244140625,213.25999450683602,209.11200256347652,211.1160003662109,212.06199951171874,212.67599792480468,211.95599670410155,210.42100067138668,211.0720001220703,211.4660003662109,212.2339996337891,212.04199981689453,211.49500045776367,211.8595001220703,212.02399978637692,212.21449966430663,211.57499923706055,208.41233367919918,208.0653335571289,207.66133371988929,207.250666809082,206.43366648356118,199.1906667073568,198.88233337402343,198.525,198.2028333028157,197.65033315022785,746560.0,680640.0,618600.0,516200.0,476220.0,598850.0,559440.0,529770.0,455220.0,430110.0,524175.0,505645.0,504970.0,485275.0,493045.0,537466.6666666665,519030.0,505223.33333333326,471570.0,467773.33333333326,583290.0,578761.6666666665,574670.0,563141.6666666665,563945.0,0
2020-02-13,207.3999938964844,210.7700042724609,207.3999938964844,209.80999755859366,529500,206.69200134277344,209.68399963378903,211.34449996948243,209.5153335571289,199.92466659545897,744760.0,630480.0,528740.0,548343.3333333335,585855.0,208.2899932861328,204.4600067138672,205.8300018310547,205.07000732421875,216.94000244140625,208.11800231933597,209.11200256347652,211.1160003662109,212.06199951171874,212.67599792480468,210.03699951171882,210.42100067138668,211.0720001220703,211.4660003662109,212.2339996337891,211.4410003662109,211.49500045776367,211.8595001220703,212.02399978637692,212.21449966430663,208.94433339436853,208.41233367919918,208.0653335571289,207.66133371988929,207.250666809082,199.54133326212562,199.1906667073568,198.88233337402343,198.525,198.2028333028157,748820.0,746560.0,680640.0,618600.0,516200.0,612520.0,598850.0,559440.0,529770.0,455220.0,519750.0,524175.0,505645.0,504970.0,485275.0,546040.0,537466.6666666665,519030.0,505223.33333333326,471570.0,586423.3333333335,583290.0,578761.6666666665,574670.0,563141.6666666665,0
2020-02-14,210.0,211.33999633789062,207.0200042724609,209.57000732421875,526500,207.59200134277344,209.8270004272461,211.14600067138676,209.94333394368493,200.2581667582194,619120.0,618860.0,536770.0,553580.0,584478.3333333335,209.80999755859366,208.2899932861328,204.4600067138672,205.8300018310547,205.07000732421875,206.69200134277344,208.11800231933597,209.11200256347652,211.1160003662109,212.06199951171874,209.68399963378903,210.03699951171882,210.42100067138668,211.0720001220703,211.4660003662109,211.34449996948243,211.4410003662109,211.49500045776367,211.8595001220703,212.02399978637692,209.5153335571289,208.94433339436853,208.41233367919918,208.0653335571289,207.66133371988929,199.92466659545897,199.54133326212562,199.1906667073568,198.88233337402343,198.525,744760.0,748820.0,746560.0,680640.0,618600.0,630480.0,612520.0,598850.0,559440.0,529770.0,528740.0,519750.0,524175.0,505645.0,504970.0,548343.3333333335,546040.0,537466.6666666665,519030.0,505223.33333333326,585855.0,586423.3333333335,583290.0,578761.6666666665,574670.0,0
2020-02-18,209.3999938964844,210.6100006103516,208.1100006103516,210.47999572753903,360800,208.52200012207032,209.81900024414062,210.97000045776366,210.26333363850915,200.54183324178058,557220.0,618930.0,529285.0,535203.3333333335,573356.6666666665,209.57000732421875,209.80999755859366,208.2899932861328,204.4600067138672,205.8300018310547,207.59200134277344,206.69200134277344,208.11800231933597,209.11200256347652,211.1160003662109,209.8270004272461,209.68399963378903,210.03699951171882,210.42100067138668,211.0720001220703,211.14600067138676,211.34449996948243,211.4410003662109,211.49500045776367,211.8595001220703,209.94333394368493,209.5153335571289,208.94433339436853,208.41233367919918,208.0653335571289,200.2581667582194,199.92466659545897,199.54133326212562,199.1906667073568,198.88233337402343,619120.0,744760.0,748820.0,746560.0,680640.0,618860.0,630480.0,612520.0,598850.0,559440.0,536770.0,528740.0,519750.0,524175.0,505645.0,553580.0,548343.3333333335,546040.0,537466.6666666665,519030.0,584478.3333333335,585855.0,586423.3333333335,583290.0,578761.6666666665,0
2020-02-19,210.88999938964844,213.0200042724609,209.42999267578125,211.22999572753903,578200,209.8759979248047,209.49400024414064,210.80950012207032,210.54633331298828,200.8539998372396,512540.0,629550.0,527535.0,533953.3333333335,570411.6666666665,210.47999572753903,209.57000732421875,209.80999755859366,208.2899932861328,204.4600067138672,208.52200012207032,207.59200134277344,206.69200134277344,208.11800231933597,209.11200256347652,209.81900024414062,209.8270004272461,209.68399963378903,210.03699951171882,210.42100067138668,210.97000045776366,211.14600067138676,211.34449996948243,211.4410003662109,211.49500045776367,210.26333363850915,209.94333394368493,209.5153335571289,208.94433339436853,208.41233367919918,200.54183324178058,200.2581667582194,199.92466659545897,199.54133326212562,199.1906667073568,557220.0,619120.0,744760.0,748820.0,746560.0,618930.0,618860.0,630480.0,612520.0,598850.0,529285.0,536770.0,528740.0,519750.0,524175.0,535203.3333333335,553580.0,548343.3333333335,546040.0,537466.6666666665,573356.6666666665,584478.3333333335,585855.0,586423.3333333335,583290.0,1
2020-02-20,210.2700042724609,210.9499969482422,205.67999267578125,209.05999755859366,878200,210.02999877929688,209.0740005493164,210.55800018310543,210.7413330078125,201.1858332316081,574640.0,661730.0,545920.0,549273.3333333335,574948.3333333335,211.22999572753903,210.47999572753903,209.57000732421875,209.80999755859366,208.2899932861328,209.8759979248047,208.52200012207032,207.59200134277344,206.69200134277344,208.11800231933597,209.49400024414064,209.81900024414062,209.8270004272461,209.68399963378903,210.03699951171882,210.80950012207032,210.97000045776366,211.14600067138676,211.34449996948243,211.4410003662109,210.54633331298828,210.26333363850915,209.94333394368493,209.5153335571289,208.94433339436853,200.8539998372396,200.54183324178058,200.2581667582194,199.92466659545897,199.54133326212562,512540.0,557220.0,619120.0,744760.0,748820.0,629550.0,618930.0,618860.0,630480.0,612520.0,527535.0,529285.0,536770.0,528740.0,519750.0,533953.3333333335,535203.3333333335,553580.0,548343.3333333335,546040.0,570411.6666666665,573356.6666666665,584478.3333333335,585855.0,586423.3333333335,0
2020-02-21,207.72000122070312,209.3999938964844,204.55999755859366,206.1199951171875,623500,209.29199829101563,207.99199981689446,210.1129997253418,210.8069997151693,201.48049977620445,593440.0,669100.0,562160.0,546550.0,578981.6666666665,209.05999755859366,211.22999572753903,210.47999572753903,209.57000732421875,209.80999755859366,210.02999877929688,209.8759979248047,208.52200012207032,207.59200134277344,206.69200134277344,209.0740005493164,209.49400024414064,209.81900024414062,209.8270004272461,209.68399963378903,210.55800018310543,210.80950012207032,210.97000045776366,211.14600067138676,211.34449996948243,210.7413330078125,210.54633331298828,210.26333363850915,209.94333394368493,209.5153335571289,201.1858332316081,200.8539998372396,200.54183324178058,200.2581667582194,199.92466659545897,574640.0,512540.0,557220.0,619120.0,744760.0,661730.0,629550.0,618930.0,618860.0,630480.0,545920.0,527535.0,529285.0,536770.0,528740.0,549273.3333333335,533953.3333333335,535203.3333333335,553580.0,548343.3333333335,574948.3333333335,570411.6666666665,573356.6666666665,584478.3333333335,585855.0,1
2020-02-24,203.1999969482422,204.0,198.6999969482422,200.41000366210938,783500,207.45999755859376,207.5259994506836,209.49599990844726,210.52466634114586,201.685166422526,644840.0,631980.0,580875.0,547306.6666666665,579231.6666666665,206.1199951171875,209.05999755859366,211.22999572753903,210.47999572753903,209.57000732421875,209.29199829101563,210.02999877929688,209.8759979248047,208.52200012207032,207.59200134277344,207.99199981689446,209.0740005493164,209.49400024414064,209.81900024414062,209.8270004272461,210.1129997253418,210.55800018310543,210.80950012207032,210.97000045776366,211.14600067138676,210.8069997151693,210.7413330078125,210.54633331298828,210.26333363850915,209.94333394368493,201.48049977620445,201.1858332316081,200.8539998372396,200.54183324178058,200.2581667582194,593440.0,574640.0,512540.0,557220.0,619120.0,669100.0,661730.0,629550.0,618930.0,618860.0,562160.0,545920.0,527535.0,529285.0,536770.0,546550.0,549273.3333333335,533953.3333333335,535203.3333333335,553580.0,578981.6666666665,574948.3333333335,570411.6666666665,573356.6666666665,584478.3333333335,1
