Date,Open,High,Low,Close,Volume
2011-02-09,32.9728368279682,33.33789553364535,32.9728368279682,33.288394927978516,1275300
2011-02-10,33.09657447966802,33.59775495611469,33.06563543171919,33.511131286621094,1854800
2011-02-11,33.30075914922842,33.795753241833026,33.18938518335263,33.75244140625,1538200
2011-02-14,33.777198791503906,33.83907218094875,33.43689042892023,33.777198791503906,1032400
2011-02-15,33.57919801345455,33.87000810970355,33.44926249142264,33.52969741821289,1506600
2011-02-16,33.727698683285844,33.8205111291244,32.966644652492775,33.164642333984375,1950800
2011-02-17,33.12132206313537,33.35025874188097,33.03469839455831,33.201759338378906,1114300
2011-02-18,33.15227337511677,33.597767029793104,33.096586373242374,33.43070602416992,1402200
2011-02-22,33.090396362543395,33.76482675508445,32.985211118724074,33.38120651245117,1621800
2011-02-23,33.40594943724713,33.65344532351005,32.7500807360299,32.991390228271484,2179200
2011-02-24,32.94189564734564,33.121329417676286,32.286026873413604,32.51496124267578,3093100
2011-02-25,32.768653099907866,33.040901733117934,32.700590941605356,33.016151428222656,4568900
2011-02-28,33.195580913775956,34.30312969114863,33.04708147462601,34.09894561767578,3259000
2011-03-01,34.07419109107705,34.07419109107705,33.09657796902821,33.14607620239258,2191400
2011-03-02,33.121333505073125,33.2079572035748,32.71296295476614,32.88002395629883,1853600
2011-03-03,33.20795413861259,33.57301280597528,33.20795413861259,33.542076110839844,1833800
2011-03-04,33.43688612799022,33.68438201425314,32.78720618111253,32.991390228271484,2558400
2011-03-07,33.08419493238581,33.177004982934754,32.44688792242504,32.55826187133789,1736100
2011-03-08,32.68202559804607,33.412142985442344,32.61396344764695,33.337894439697266,2051900
2011-03-09,33.25126685399161,33.727697130426414,33.04708042667518,33.44926452636719,1508000
2011-03-10,33.20794911519893,33.26982485642832,32.92951654078032,33.059452056884766,1675900
2011-03-11,33.05944967660355,33.801941995669466,32.96045085808262,33.75244140625,1723500
2011-03-14,33.56063542452232,33.727694027461006,33.39976085531868,33.52350997924805,1619600
2011-03-15,32.60776741958197,34.02468992742104,32.60776741958197,33.75244140625,2715100
2011-03-16,33.62869449517148,33.981377956767375,33.115138828063735,33.39357376098633,2837800
2011-03-17,34.046106563587884,34.046106563587884,33.342519574427286,33.80950164794922,1971500
2011-03-18,34.2889387605277,34.320070425447675,33.8655414670735,34.05233383178711,3335500
2011-03-21,34.531757299564404,34.531757299564404,34.09590701369408,34.18930435180664,1726700
2011-03-22,34.18309422466992,34.29517013033985,33.79082855482519,33.95894241333008,1427200
2011-03-23,33.69118718599482,33.84684781622012,33.21797754000198,33.62892150878906,1857400
2011-03-24,33.79081347103323,33.85307677963673,33.33628466768736,33.73477554321289,1832800
2011-03-25,33.803262729560004,34.15194101804466,33.6849591315161,33.90288543701172,1162100
2011-03-28,34.008737301419785,34.1519448108362,33.77836021020148,34.01496505737305,1227500
2011-03-29,33.92780141153589,34.145725404168346,33.585346029980045,34.064781188964844,1266200
2011-03-30,34.239124361916026,34.71855716816255,33.983840940649884,34.612709045410156,1545000
2011-03-31,34.49441140081972,35.13573271231484,34.49441140081972,35.1232795715332,1659600
2011-04-01,35.353647318453525,35.44704466183435,35.07968541983254,35.28515625,1731000
2011-04-04,35.31006024629347,35.40968296438069,34.91156937394456,35.061004638671875,1190200
2011-04-05,34.97384213443281,35.17308999965094,34.94271047196527,35.07346725463867,1129200
2011-04-06,35.197986570400154,35.197986570400154,34.96138408479223,35.054779052734375,1490700
2011-04-07,35.02365295086751,35.02987833297364,34.55667091152261,34.749691009521484,1721800
2011-04-08,34.986291861199426,34.986291861199426,34.46949966411447,34.60025405883789,1355600
2011-04-11,34.618923093771265,34.80571774955771,34.488168734874925,34.587791442871094,1359700
2011-04-12,34.46950146723338,34.81195448926768,34.43836980617453,34.66874694824219,1667100
2011-04-13,34.77459314912432,34.87421588412325,34.706104448657165,34.768367767333984,1643100
2011-04-14,34.625161927231964,35.1668604268256,34.61270878784903,35.004974365234375,2132700
2011-04-15,35.14194479771696,35.40968128522881,34.98005877919932,35.36609649658203,1833600
2011-04-18,34.88667071875085,35.104597095099926,34.768369457436876,34.86176681518555,1930800
2011-04-19,34.88043987908788,35.07968532759619,34.77458939852173,35.054779052734375,1765200
2011-04-20,35.471952345174834,35.82685846380453,35.14195012726814,35.739688873291016,1652200
2011-04-21,35.833093535549104,36.01988590504858,35.49064046226774,35.90158462524414,1708300
2011-04-25,35.90157481819335,36.38100993989994,35.73346101900846,36.30629348754883,1156600
2011-04-26,36.41836551349977,36.82308176498633,36.2564771127508,36.816856384277344,1703000
2011-04-27,36.86667260121787,37.00365475120843,36.53044498316467,36.897804260253906,1263800
2011-04-28,36.49308767491313,37.10327721328158,36.412143461858065,37.00365447998047,2187600
2011-04-29,37.10949857174467,37.246480705880295,36.43081803246202,37.19667053222656,2030000
2011-05-02,37.30251508671048,37.3959124193157,37.059684872168305,37.290061950683594,1743300
2011-05-03,37.290062037978466,37.38968475123393,36.673647241958065,37.06591033935547,2165800
2011-05-04,37.016107889861516,37.23403187830711,36.72969282642064,36.897804260253906,1302800
2011-05-05,36.69233679891842,37.227809934484036,36.61139257779504,36.88535690307617,1605200
2011-05-06,37.31496832310633,37.31496832310633,36.44949555604897,36.499305725097656,1889400
2011-05-09,36.555351124119625,36.82308766617889,36.32497399788026,36.779502868652344,1193300
2011-05-10,36.81063622154252,37.37101560866213,36.81063622154252,37.35856246948242,1362500
2011-05-11,37.246490607445295,37.37101963747388,36.84177185365085,36.9351692199707,1426400
2011-05-12,36.87912546955575,37.07214555447373,36.56157874940639,37.00365447998047,1128200
2011-05-13,37.06591022040512,37.09081649243727,36.66119398825048,36.835533142089844,1322500
2011-05-16,36.76704971568977,37.29006966099745,36.74214343848624,36.9787483215332,1177200
2011-05-17,36.854221032360414,37.0783727872769,36.748372912090645,37.016109466552734,1472600
2011-05-18,37.19045245322668,37.321206865183086,36.82932088089085,37.21535873413086,1444100
2011-05-19,37.2527163595028,37.57648849487305,37.159318998211745,37.57648849487305,1278700
2011-05-20,37.54535120924702,37.601389142589504,37.078369223124064,37.308746337890625,1968600
2011-05-23,36.79195580292439,37.190446735350164,36.73591786710244,36.773277282714844,1644000
2011-05-24,36.83554651285818,37.034792011052915,36.74214914643216,36.87913131713867,1166400
2011-05-25,36.841758597479775,37.371006190872244,36.74213588434127,37.17798614501953,1511200
