Date,Open,High,Low,Close,Volume
2011-02-09,50.8089451212672,51.20626552988488,50.55466224228143,50.920196533203125,1735400
2011-02-10,50.67387112061488,50.89637096787291,50.387802053634395,50.65797805786133,1110100
2011-02-11,50.562611269487626,50.61823546089053,50.260649208092524,50.41162872314453,1424100
2011-02-14,50.26066822814941,50.47522006102069,49.45014009217755,49.66469192504883,2090200
2011-02-15,49.52163768745049,49.94279313757336,49.26735480836223,49.56931686401367,1580500
2011-02-16,49.63288846821569,50.14145425098471,49.39449863645411,49.966636657714844,1160000
2011-02-17,49.79975791009522,50.57850262610444,49.79975791009522,50.3321647644043,1362100
2011-02-18,50.55466345844848,52.27902249379948,50.22091830848506,52.239288330078125,3593200
2011-02-22,51.675099065192185,52.20750291577889,50.824840088294124,51.52411651611328,4117300
2011-02-23,51.365195259573746,51.643316239362335,50.967877841995,51.087074279785156,3786900
2011-02-24,50.87252245136827,51.055291141668754,49.05281087632614,49.77592849731445,3913600
2011-02-25,49.879226267744166,50.42752318307091,49.624943376755716,50.284488677978516,1736200
2011-02-28,50.2527132487958,50.491103116517685,49.974589210377246,50.260658264160156,1974100
2011-03-01,50.26066403831716,50.32423629370198,49.72031199271411,49.7282600402832,2804200
2011-03-02,49.5931622882632,49.5931622882632,48.7508482318631,48.893882751464844,2145300
2011-03-03,49.31503673533546,50.29243717470986,49.267357556113105,49.85538864135742,3077700
2011-03-04,49.760030560880786,49.85538891985819,49.21173363757116,49.81565475463867,2488400
2011-03-07,49.74413234696773,49.79181152151631,49.17199740883934,49.35476303100586,2044200
2011-03-08,49.52165043715454,50.085840530930724,49.442188153715456,49.736202239990234,1442000
2011-03-09,49.54547709711938,49.66467352609846,49.21967696003982,49.48985290527344,856800
2011-03-10,49.06869610646561,49.24351672252607,48.48861309924531,48.512451171875,1793100
2011-03-11,48.18666611206456,48.88594576368618,47.32051383727054,48.78264236450195,1789600
2011-03-14,48.27405930308747,48.98923176453846,48.26611428964508,48.54423522949219,1323700
2011-03-15,47.439696915774945,48.05951107342382,47.32050048640042,47.79728317260742,1842800
2011-03-16,47.670137567621,48.45682423268379,47.56683420660084,47.90852737426758,3550600
2011-03-17,48.361466509328615,48.64753547558317,48.01182531444385,48.32173538208008,2111600
2011-03-18,48.70316631095221,49.195839024953536,48.25022472962515,48.3376350402832,2494700
2011-03-21,48.78263362273667,49.37066475353585,48.591922953655235,49.3388786315918,1939400
2011-03-22,49.28325830549139,49.66468270491009,49.0528134502306,49.06870651245117,2738600
2011-03-23,48.91772696829325,49.27531025873527,48.47273031999225,49.06870651245117,1703200
2011-03-24,49.26734889219078,49.41832838624092,48.84619349264152,49.378597259521484,1569400
2011-03-25,49.50574665698542,49.89511903664421,49.052805070595475,49.561370849609375,1852600
2011-03-28,49.69645994462821,50.483146680506955,49.38655286496137,50.21297073364258,1739100
2011-03-29,50.38779174122045,51.04733703840516,50.10172273278712,50.86457443237305,2000100
2011-03-30,51.30390313541474,51.31188627699653,50.92049904944661,51.25597381591797,1754400
2011-03-31,50.960415259835834,52.11061790667311,50.91249205392555,51.679290771484375,4065300
2011-04-01,51.9987914387188,52.621817472478796,51.839043361241345,52.589866638183594,2312800
2011-04-04,52.71768744571491,53.81198103047373,52.71768744571491,53.48448944091797,3240700
2011-04-05,53.02120951892851,53.644241831862274,52.765608862596835,53.06114959716797,3052300
2011-04-06,53.22887528659447,53.3407001683479,52.797548130974526,53.101078033447266,2078200
2011-04-07,52.829511679863394,53.25284970465267,52.47805848464189,52.565921783447266,1965800
2011-04-08,52.7576270890213,52.90938598346236,52.33428296831594,52.549949645996094,1629700
2011-04-11,52.494042303635844,53.236882754876014,52.494042303635844,53.212921142578125,2039600
2011-04-12,52.85347234814892,53.45253695987677,52.71768583205069,53.204925537109375,2736300
2011-04-13,53.34869876479212,53.396621981383916,52.90938229936709,53.03718566894531,2348400
2011-04-14,52.717678045528814,53.172966839434764,52.462077426037744,52.87742614746094,3527900
2011-04-15,52.621837615966804,52.81354269512213,52.462089477338225,52.6218376159668,3498400
2011-04-18,52.0307609178368,52.1186242201341,51.38377305001192,51.79912185668945,2508700
2011-04-19,51.98283245053698,51.99880482479709,51.21603051204966,51.50358200073242,1885100
2011-04-20,51.9428842230925,52.07068757311907,51.20004400956069,51.375770568847656,2465600
2011-04-21,51.775149863877324,52.35025278395734,51.55150008251277,52.17452621459961,2015600
2011-04-25,52.054723886217964,52.36623702285047,51.839063289318865,52.27837371826172,1458700
2011-04-26,52.158549839223085,52.51798608968979,52.102637398172725,52.21446228027344,1700000
2011-04-27,52.446115392004664,53.053163174211974,52.27038878883915,52.86945343017578,2093800
2011-04-28,52.973287431138864,53.811980340069624,52.86945175710001,53.740089416503906,2441500
2011-04-29,53.74808014834215,54.17141818490916,53.64424447141082,53.716129302978516,2456400
2011-05-02,54.10748973059939,54.163402158829214,53.228863246703156,53.356666564941406,1776500
2011-05-03,53.17297186527196,53.955752264325405,53.15699949116885,53.92380142211914,1621500
2011-05-04,54.043603785782096,54.13146096521332,52.91735969581592,53.09308624267578,1871400
2011-05-05,52.99722430289456,54.27522701528886,52.99722430289456,53.356666564941406,2693600
2011-05-06,53.811971634051694,54.20335875103159,53.50045856833308,53.7081298828125,1599200
2011-05-09,53.756058569600974,53.91580667028353,53.26082970708599,53.80398178100586,1388000
2011-05-10,53.899821515275484,54.69058478592074,53.71610575845993,54.67460632324219,1678100
2011-05-11,54.427007281182796,54.85034522773686,53.94775689063101,54.2432975769043,1749700
2011-05-12,53.93976030310276,54.77845294271682,53.787995364087244,54.70656204223633,1378300
2011-05-13,54.642677121743525,54.89827775129036,54.03562334131991,54.15543746948242,1239900
2011-05-16,54.019630432128906,54.56278238645601,53.78799147134254,54.019630432128906,1163800
2011-05-17,53.94775141346499,54.85033965893355,53.508435045228815,54.78643798828125,1815100
2011-05-18,54.74651351263384,55.393501281738274,54.618710149156534,55.39350128173828,1764800
2011-05-19,55.776892017787716,55.776892017787716,54.99411183758664,55.27367401123047,1808000
2011-05-20,55.2417379790792,55.32959516693089,54.77047073151483,54.80242156982422,1519100
2011-05-23,54.331164928426546,54.61073329470934,54.17141679969393,54.22732925415039,1360000
2011-05-24,54.25926800478364,54.42700533076585,53.955744190244275,54.13945388793945,2101700
2011-05-25,54.01166915893555,54.28324219903464,53.708139180000636,54.01166915893555,1588000
2011-05-26,53.78002861485847,54.17141578874966,53.59631278564403,54.03562927246094,1774700
2011-05-27,54.25128552882208,54.826388486102864,54.09153741579959,54.778465270996094,2432800
2011-05-31,55.22577355956778,55.29766448754914,54.81840788500897,54.97017288208008,2101900
2011-06-01,54.89028355340253,55.32161071937853,54.19536654810801,54.28322982788086,2676100
2011-06-02,54.21134775396184,54.66663654761559,54.02763195224215,54.59474563598633,1181300
2011-06-03,54.01165600686213,54.88229346411754,53.915803495696785,54.39505386352539,1756600
2011-06-06,54.283232802292865,54.63468594064186,53.58033261959436,53.7081298828125,1421500
2011-06-07,53.93977229557763,54.25128538092216,53.732094874014656,53.76404571533203,1385000
2011-06-08,53.75605340628402,53.772025777218346,52.909371490792665,52.941322326660156,1917500
2011-06-09,53.06113586135274,53.49246299988083,52.64578718758427,53.380638122558594,1219800
2011-06-10,53.06113939945801,53.08510100419642,52.39018399678668,52.709686279296875,1919600
2011-06-13,52.87742381496903,52.90139151380112,52.342260993703746,52.5099983215332,1591200
2011-06-14,52.87742381496903,52.87742381496903,52.19848527070719,52.5099983215332,2028500
2011-06-15,52.17453529057546,52.230447745642806,51.20804508498251,51.31986999511719,2679800
2011-06-16,51.25594387841476,52.014762371558334,51.25594387841476,51.727210998535156,2385100
2011-06-17,51.97483633225399,52.246415410705545,51.30388701019597,51.36778259277344,2803100
2011-06-20,51.12816444596,51.71923976553186,50.72079884341735,51.51156234741211,2048400
2011-06-21,51.7432094001367,52.110634985197784,51.359811439203696,51.79912185668945,2292800
2011-06-22,51.63138747466384,52.238441390935556,51.6154150978677,51.75120162963867,1797500
2011-06-23,51.22401365217967,51.66333011933391,50.720801593984895,51.50358200073242,1519700
2011-06-24,51.45565005819788,51.57546418802102,50.93646260529734,51.080238342285156,2049300
2011-06-27,50.97640200599781,51.98283221176463,50.97640200599781,51.703269958496094,1213500
2011-06-28,51.93616769147793,52.056633202883575,51.74342654950714,51.968292236328125,1737200
2011-06-29,52.2413439802038,53.116714786560244,52.16102956039166,53.06853103637695,2331500
2011-06-30,53.197016788409584,53.205049454866895,52.63485267898345,52.859718322753906,1529300
2011-07-01,52.74727718346195,53.28534933580001,52.69106078138376,53.21307373046875,1856800
2011-07-05,53.21308252221361,53.22914172811995,52.32164647974406,52.44211196899414,1647000
2011-07-06,52.44211851346751,52.52242680727981,52.136938418998696,52.434085845947266,1147100
2011-07-07,52.915935246483635,53.17292543144444,52.56257144448904,53.132774353027344,1023900
2011-07-08,52.57060301091208,52.79546865215599,52.20118001070719,52.71516036987305,1277500
2011-07-11,52.06464711357506,52.337696455734786,51.695224171585195,51.79159164428711,1085500
2011-07-12,51.598865174638625,52.707134314257075,51.47839967254033,52.0566291809082,2006500
2011-07-13,52.15299643013273,52.77940961188279,52.088747353253446,52.21723937988281,1219200
2011-07-14,52.45816511925233,52.618781668291696,51.94418480977203,52.01646041870117,1656800
2011-07-15,52.040560959871485,52.169052979959574,51.349895672838,51.8558464050293,1373000
2011-07-18,51.72734506906185,51.72734506906185,50.99652577442279,51.149112701416016,2104600
2011-07-19,51.293678283691406,51.40611416035477,50.87606850392066,51.293678283691406,1592400
2011-07-20,51.341878815602676,51.39006563277101,50.89214437939385,51.18125915527344,1171500
2011-07-21,51.534607799518746,52.71515850133271,51.49445672336506,52.40998458862305,2191300
2011-07-22,53.2050542767988,53.2050542767988,52.4340836595151,52.827598571777344,1169200
2011-07-25,52.233313280070604,52.85972656456611,52.13693964894429,52.594703674316406,1348700
2011-07-26,52.49030637123179,53.40583447201009,52.41802461215427,52.90791320800781,2026900
2011-07-27,54.20893911691596,55.15659192730434,54.16878189634708,54.9156608581543,5591900
2011-07-28,54.48197048668091,55.517963935995084,53.807373520874236,53.911773681640625,2796100
2011-07-29,53.783284318816946,54.07239906913145,53.381736735283454,53.791316986083984,2522500
2011-08-01,54.37757445334462,54.50607262446859,52.84366583011497,53.17293167114258,1960300
2011-08-02,52.97214689226673,53.863582856459914,52.907897820024445,53.405818939208984,3928600
2011-08-03,53.32551739292174,53.80737324129851,53.04443532529609,53.719032287597656,2932600
2011-08-04,52.26543341613513,53.052463225672554,51.478397479468015,51.5185546875,3979400
2011-08-05,52.28149668385663,52.305588559695195,50.145263558493056,50.73955535888672,4215600
2011-08-08,49.63127047508319,50.09706704641803,47.334418280849846,47.36654281616211,5876500
2011-08-09,48.31420094897421,50.86001400141461,47.46291904263668,50.7957649230957,4493400
2011-08-10,49.95251932208421,50.00070307076862,47.51913891587945,47.6636962890625,3722400
2011-08-11,48.20177487678777,51.71933275474796,47.78416499991699,50.93229675292969,5465600
2011-08-12,51.22141174564258,51.22141174564258,49.888273813542156,50.3781623840332,2438400
2011-08-15,50.851975759703336,51.5667298280337,50.635139739496765,51.5506706237793,1740000
2011-08-16,50.835922241210945,51.06882056932019,50.37012864855731,50.83592224121094,2264100
