Date,Open,High,Low,Close,Volume,sgn,ma5,ma10,ma20,ma30,ma60,ma_vol5,ma_vol10,ma_vol20,ma_vol30,ma_vol60,Pre1Close,Pre2Close,Pre3Close,Pre4Close,Pre5Close,Pre1ma5,Pre2ma5,Pre3ma5,Pre4ma5,Pre5ma5,Pre1ma10,Pre2ma10,Pre3ma10,Pre4ma10,Pre5ma10,Pre1ma20,Pre2ma20,Pre3ma20,Pre4ma20,Pre5ma20,Pre1ma30,Pre2ma30,Pre3ma30,Pre4ma30,Pre5ma30,Pre1ma60,Pre2ma60,Pre3ma60,Pre4ma60,Pre5ma60,Pre1ma_vol5,Pre2ma_vol5,Pre3ma_vol5,Pre4ma_vol5,Pre5ma_vol5,Pre1ma_vol10,Pre2ma_vol10,Pre3ma_vol10,Pre4ma_vol10,Pre5ma_vol10,Pre1ma_vol20,Pre2ma_vol20,Pre3ma_vol20,Pre4ma_vol20,Pre5ma_vol20,Pre1ma_vol30,Pre2ma_vol30,Pre3ma_vol30,Pre4ma_vol30,Pre5ma_vol30,Pre1ma_vol60,Pre2ma_vol60,Pre3ma_vol60,Pre4ma_vol60,Pre5ma_vol60
2011-05-12,44.68524851617811,45.88404966698281,44.53539801505745,45.86906433105469,3030100,0,45.149793243408205,44.74220161437988,43.584235954284665,42.09959780375163,41.17203305562337,3074560.0,2785600.0,3134075.0,3007730.0,3129388.3333333335,44.79015350341797,45.44949340820313,44.93251419067383,44.707740783691406,44.28816223144531,44.83361282348633,44.661284637451175,44.438008880615236,44.31363220214844,44.33460998535156,44.67626838684082,44.552642059326175,44.29714813232422,44.08061485290527,43.929266357421874,43.312632942199706,43.0241720199585,42.6596622467041,42.31463222503662,42.001820182800294,41.879069010416664,41.67602195739746,41.44025815327962,41.24170684814453,41.04015846252442,41.12198073069255,41.097382164001466,41.06042505900065,41.028970845540364,40.998772112528485,2965900.0,3005300.0,2789320.0,2698760.0,2496640.0,3018030.0,3120100.0,3241220.0,3326870.0,3182770.0,3210325.0,3259525.0,3224580.0,3210335.0,3225450.0,2978080.0,2966996.6666666665,2927640.0,2917883.3333333335,2863630.0,3111470.0,3097365.0,3078505.0,3069425.0,3049451.6666666665
2011-05-13,45.87657429234311,46.033916096559324,44.86508799876825,44.94750595092773,3139000,0,45.19774627685547,44.755689239501955,43.79290218353272,42.298149490356444,41.20722382863362,2940240.0,2819500.0,3075310.0,3034240.0,3151788.3333333335,45.86906433105469,44.79015350341797,45.44949340820313,44.93251419067383,44.707740783691406,45.149793243408205,44.83361282348633,44.661284637451175,44.438008880615236,44.31363220214844,44.74220161437988,44.67626838684082,44.552642059326175,44.29714813232422,44.08061485290527,43.584235954284665,43.312632942199706,43.0241720199585,42.6596622467041,42.31463222503662,42.09959780375163,41.879069010416664,41.67602195739746,41.44025815327962,41.24170684814453,41.17203305562337,41.12198073069255,41.097382164001466,41.06042505900065,41.028970845540364,3074560.0,2965900.0,3005300.0,2789320.0,2698760.0,2785600.0,3018030.0,3120100.0,3241220.0,3326870.0,3134075.0,3210325.0,3259525.0,3224580.0,3210335.0,3007730.0,2978080.0,2966996.6666666665,2927640.0,2917883.3333333335,3129388.3333333335,3111470.0,3097365.0,3078505.0,3069425.0
2011-05-16,44.790156883534976,45.15729058209444,44.183266310341146,44.2581901550293,2101200,0,45.06288146972656,44.750445175170896,43.96560516357422,42.457240041097,41.23939425150554,2829980.0,2809650.0,3039530.0,3028450.0,3150085.0,44.94750595092773,45.86906433105469,44.79015350341797,45.44949340820313,44.93251419067383,45.19774627685547,45.149793243408205,44.83361282348633,44.661284637451175,44.438008880615236,44.755689239501955,44.74220161437988,44.67626838684082,44.552642059326175,44.29714813232422,43.79290218353272,43.584235954284665,43.312632942199706,43.0241720199585,42.6596622467041,42.298149490356444,42.09959780375163,41.879069010416664,41.67602195739746,41.44025815327962,41.20722382863362,41.17203305562337,41.12198073069255,41.097382164001466,41.06042505900065,2940240.0,3074560.0,2965900.0,3005300.0,2789320.0,2819500.0,2785600.0,3018030.0,3120100.0,3241220.0,3075310.0,3134075.0,3210325.0,3259525.0,3224580.0,3034240.0,3007730.0,2978080.0,2966996.6666666665,2927640.0,3151788.3333333335,3129388.3333333335,3111470.0,3097365.0,3078505.0
2011-05-17,44.145798308335706,44.35559020284379,43.463981082047255,44.05588912963867,2063400,1,44.78416061401367,44.72272262573242,44.12369728088379,42.60384330749512,41.247894541422525,2604900.0,2805100.0,3013640.0,3047453.3333333335,3131351.6666666665,44.2581901550293,44.94750595092773,45.86906433105469,44.79015350341797,45.44949340820313,45.06288146972656,45.19774627685547,45.149793243408205,44.83361282348633,44.661284637451175,44.750445175170896,44.755689239501955,44.74220161437988,44.67626838684082,44.552642059326175,43.96560516357422,43.79290218353272,43.584235954284665,43.312632942199706,43.0241720199585,42.457240041097,42.298149490356444,42.09959780375163,41.879069010416664,41.67602195739746,41.23939425150554,41.20722382863362,41.17203305562337,41.12198073069255,41.097382164001466,2829980.0,2940240.0,3074560.0,2965900.0,3005300.0,2809650.0,2819500.0,2785600.0,3018030.0,3120100.0,3039530.0,3075310.0,3134075.0,3210325.0,3259525.0,3028450.0,3034240.0,3007730.0,2978080.0,2966996.6666666665,3150085.0,3151788.3333333335,3129388.3333333335,3111470.0,3097365.0
2011-05-18,44.190751019701814,44.925015450127496,44.09334774947524,44.81262969970703,2239500,1,44.788655853271486,44.811134338378906,44.30089473724365,42.771675237019856,41.29291693369547,2514640.0,2740270.0,3011970.0,3061883.3333333335,3117663.3333333335,44.05588912963867,44.2581901550293,44.94750595092773,45.86906433105469,44.79015350341797,44.78416061401367,45.06288146972656,45.19774627685547,45.149793243408205,44.83361282348633,44.72272262573242,44.750445175170896,44.755689239501955,44.74220161437988,44.67626838684082,44.12369728088379,43.96560516357422,43.79290218353272,43.584235954284665,43.312632942199706,42.60384330749512,42.457240041097,42.298149490356444,42.09959780375163,41.879069010416664,41.247894541422525,41.23939425150554,41.20722382863362,41.17203305562337,41.12198073069255,2604900.0,2829980.0,2940240.0,3074560.0,2965900.0,2805100.0,2809650.0,2819500.0,2785600.0,3018030.0,3013640.0,3039530.0,3075310.0,3134075.0,3210325.0,3047453.3333333335,3028450.0,3034240.0,3007730.0,2978080.0,3131351.6666666665,3150085.0,3151788.3333333335,3129388.3333333335,3111470.0
2011-05-19,45.029907887686825,45.44199752807617,44.775162863701105,45.44199752807617,2345800,0,44.703242492675784,44.92651786804199,44.42789211273193,42.97671941121419,41.3755765914917,2377780.0,2726170.0,2954470.0,3059023.3333333335,3073726.6666666665,44.81262969970703,44.05588912963867,44.2581901550293,44.94750595092773,45.86906433105469,44.788655853271486,44.78416061401367,45.06288146972656,45.19774627685547,45.149793243408205,44.811134338378906,44.72272262573242,44.750445175170896,44.755689239501955,44.74220161437988,44.30089473724365,44.12369728088379,43.96560516357422,43.79290218353272,43.584235954284665,42.771675237019856,42.60384330749512,42.457240041097,42.298149490356444,42.09959780375163,41.29291693369547,41.247894541422525,41.23939425150554,41.20722382863362,41.17203305562337,2514640.0,2604900.0,2829980.0,2940240.0,3074560.0,2740270.0,2805100.0,2809650.0,2819500.0,2785600.0,3011970.0,3013640.0,3039530.0,3075310.0,3134075.0,3061883.3333333335,3047453.3333333335,3028450.0,3034240.0,3007730.0,3117663.3333333335,3131351.6666666665,3150085.0,3151788.3333333335,3129388.3333333335
2011-05-20,45.25469143480219,45.28465925617014,44.29564969699474,44.56538009643555,2567000,0,44.626817321777345,44.9122817993164,44.49644832611084,43.180515416463216,41.444372940063474,2263380.0,2601810.0,2964340.0,3007493.3333333335,3048745.0,45.44199752807617,44.81262969970703,44.05588912963867,44.2581901550293,44.94750595092773,44.703242492675784,44.788655853271486,44.78416061401367,45.06288146972656,45.19774627685547,44.92651786804199,44.811134338378906,44.72272262573242,44.750445175170896,44.755689239501955,44.42789211273193,44.30089473724365,44.12369728088379,43.96560516357422,43.79290218353272,42.97671941121419,42.771675237019856,42.60384330749512,42.457240041097,42.298149490356444,41.3755765914917,41.29291693369547,41.247894541422525,41.23939425150554,41.20722382863362,2377780.0,2514640.0,2604900.0,2829980.0,2940240.0,2726170.0,2740270.0,2805100.0,2809650.0,2819500.0,2954470.0,3011970.0,3013640.0,3039530.0,3075310.0,3059023.3333333335,3061883.3333333335,3047453.3333333335,3028450.0,3034240.0,3073726.6666666665,3117663.3333333335,3131351.6666666665,3150085.0,3151788.3333333335
2011-05-23,43.8910509297166,44.45298823201003,43.7636769882864,44.25069046020508,2343000,1,44.6253173828125,44.84409942626953,44.570623779296874,43.38780797322591,41.50281887054443,2311740.0,2570860.0,2906040.0,3006673.3333333335,3050190.0,44.56538009643555,45.44199752807617,44.81262969970703,44.05588912963867,44.2581901550293,44.626817321777345,44.703242492675784,44.788655853271486,44.78416061401367,45.06288146972656,44.9122817993164,44.92651786804199,44.811134338378906,44.72272262573242,44.750445175170896,44.49644832611084,44.42789211273193,44.30089473724365,44.12369728088379,43.96560516357422,43.180515416463216,42.97671941121419,42.771675237019856,42.60384330749512,42.457240041097,41.444372940063474,41.3755765914917,41.29291693369547,41.247894541422525,41.23939425150554,2263380.0,2377780.0,2514640.0,2604900.0,2829980.0,2601810.0,2726170.0,2740270.0,2805100.0,2809650.0,2964340.0,2954470.0,3011970.0,3013640.0,3039530.0,3007493.3333333335,3059023.3333333335,3061883.3333333335,3047453.3333333335,3028450.0,3048745.0,3073726.6666666665,3117663.3333333335,3131351.6666666665,3150085.0
2011-05-24,44.34809937458254,45.11982869464232,44.18326634450885,44.92502212524414,2823000,1,44.7991439819336,44.791652297973634,44.6721471786499,43.61333211263021,41.567646980285645,2463660.0,2534280.0,2827190.0,3017776.6666666665,3066675.0,44.25069046020508,44.56538009643555,45.44199752807617,44.81262969970703,44.05588912963867,44.6253173828125,44.626817321777345,44.703242492675784,44.788655853271486,44.78416061401367,44.84409942626953,44.9122817993164,44.92651786804199,44.811134338378906,44.72272262573242,44.570623779296874,44.49644832611084,44.42789211273193,44.30089473724365,44.12369728088379,43.38780797322591,43.180515416463216,42.97671941121419,42.771675237019856,42.60384330749512,41.50281887054443,41.444372940063474,41.3755765914917,41.29291693369547,41.247894541422525,2311740.0,2263380.0,2377780.0,2514640.0,2604900.0,2570860.0,2601810.0,2726170.0,2740270.0,2805100.0,2906040.0,2964340.0,2954470.0,3011970.0,3013640.0,3006673.3333333335,3007493.3333333335,3059023.3333333335,3061883.3333333335,3047453.3333333335,3050190.0,3048745.0,3073726.6666666665,3117663.3333333335,3131351.6666666665
2011-05-25,44.108336733996154,45.6068363954292,43.906038936723355,45.43450927734375,4457800,1,44.923519897460935,44.856087875366214,44.766178131103516,43.827117919921875,41.653544171651205,2907320.0,2710980.0,2864505.0,3043876.6666666665,3098138.3333333335,44.92502212524414,44.25069046020508,44.56538009643555,45.44199752807617,44.81262969970703,44.7991439819336,44.6253173828125,44.626817321777345,44.703242492675784,44.788655853271486,44.791652297973634,44.84409942626953,44.9122817993164,44.92651786804199,44.811134338378906,44.6721471786499,44.570623779296874,44.49644832611084,44.42789211273193,44.30089473724365,43.61333211263021,43.38780797322591,43.180515416463216,42.97671941121419,42.771675237019856,41.567646980285645,41.50281887054443,41.444372940063474,41.3755765914917,41.29291693369547,2463660.0,2311740.0,2263380.0,2377780.0,2514640.0,2534280.0,2570860.0,2601810.0,2726170.0,2740270.0,2827190.0,2906040.0,2964340.0,2954470.0,3011970.0,3017776.6666666665,3006673.3333333335,3007493.3333333335,3059023.3333333335,3061883.3333333335,3066675.0,3050190.0,3048745.0,3073726.6666666665,3117663.3333333335
