Date,Open,High,Low,Close,Volume,sgn,ma5,ma10,ma20,ma30,ma60,ma_vol5,ma_vol10,ma_vol20,ma_vol30,ma_vol60,Pre1Close,Pre2Close,Pre3Close,Pre4Close,Pre5Close,Pre1ma5,Pre2ma5,Pre3ma5,Pre4ma5,Pre5ma5,Pre1ma10,Pre2ma10,Pre3ma10,Pre4ma10,Pre5ma10,Pre1ma20,Pre2ma20,Pre3ma20,Pre4ma20,Pre5ma20,Pre1ma30,Pre2ma30,Pre3ma30,Pre4ma30,Pre5ma30,Pre1ma60,Pre2ma60,Pre3ma60,Pre4ma60,Pre5ma60,Pre1ma_vol5,Pre2ma_vol5,Pre3ma_vol5,Pre4ma_vol5,Pre5ma_vol5,Pre1ma_vol10,Pre2ma_vol10,Pre3ma_vol10,Pre4ma_vol10,Pre5ma_vol10,Pre1ma_vol20,Pre2ma_vol20,Pre3ma_vol20,Pre4ma_vol20,Pre5ma_vol20,Pre1ma_vol30,Pre2ma_vol30,Pre3ma_vol30,Pre4ma_vol30,Pre5ma_vol30,Pre1ma_vol60,Pre2ma_vol60,Pre3ma_vol60,Pre4ma_vol60,Pre5ma_vol60,predict
2018-02-09,152.15534628931994,154.97638230619836,147.9509165490349,151.0070343017578,1635900,1,153.56044311523436,158.7477279663086,157.79608154296875,156.0153010050456,153.51334406534832,1204920.0,1030860.0,1226960.0,1061570.0,938850.0,149.14443969726562,155.08486938476562,157.1554718017578,155.410400390625,160.99822998046875,155.55868225097657,158.7305419921875,160.52082214355468,162.01453247070313,163.9350128173828,160.46205444335936,162.10223693847655,162.7758529663086,162.61038818359376,162.13750152587892,157.88740463256838,157.9443687438965,157.80196151733398,157.586767578125,157.43305740356445,156.10782928466796,156.26485544840494,156.2696787516276,156.14309438069662,155.93211924235027,153.41628545125323,153.3559575398763,153.20694986979166,153.0238805135091,152.86675237019855,1048100.0,1021240.0,1013360.0,922300.0,856800.0,1014490.0,1177590.0,1317540.0,1402920.0,1384290.0,1192850.0,1187590.0,1199930.0,1180960.0,1144240.0,1018023.3333333335,1002576.6666666665,997350.0,995416.6666666665,966066.6666666665,919765.0,915956.6666666665,913056.6666666665,900478.3333333335,891100.0,0
2018-02-12,152.8334957441052,155.96196362079766,151.9293160313451,154.65994262695312,930900,0,153.4103515625,157.71244201660156,157.7192253112793,156.0267542521159,153.681312306722,1131980.0,1027140.0,1219415.0,1083223.333333333,944030.0,151.0070343017578,149.14443969726562,155.08486938476562,157.1554718017578,155.410400390625,153.56044311523436,155.55868225097657,158.7305419921875,160.52082214355468,162.01453247070313,158.7477279663086,160.46205444335936,162.10223693847655,162.7758529663086,162.61038818359376,157.79608154296875,157.88740463256838,157.9443687438965,157.80196151733398,157.586767578125,156.0153010050456,156.10782928466796,156.26485544840494,156.2696787516276,156.14309438069662,153.51334406534832,153.41628545125323,153.3559575398763,153.20694986979166,153.0238805135091,1204920.0,1048100.0,1021240.0,1013360.0,922300.0,1030860.0,1014490.0,1177590.0,1317540.0,1402920.0,1226960.0,1192850.0,1187590.0,1199930.0,1180960.0,1061570.0,1018023.3333333335,1002576.6666666665,997350.0,995416.6666666665,938850.0,919765.0,915956.6666666665,913056.6666666665,900478.3333333335,0
2018-02-13,154.07222475876412,155.2205369108764,152.7069182952964,153.88235473632812,592100,1,152.7557281494141,156.63827514648438,157.77528533935546,156.07347056070964,153.82778981526693,990740.0,1002050.0,1206805.0,1089633.333333333,941620.0,154.65994262695312,151.0070343017578,149.14443969726562,155.08486938476562,157.1554718017578,153.4103515625,153.56044311523436,155.55868225097657,158.7305419921875,160.52082214355468,157.71244201660156,158.7477279663086,160.46205444335936,162.10223693847655,162.7758529663086,157.7192253112793,157.79608154296875,157.88740463256838,157.9443687438965,157.80196151733398,156.0267542521159,156.0153010050456,156.10782928466796,156.26485544840494,156.2696787516276,153.681312306722,153.51334406534832,153.41628545125323,153.3559575398763,153.20694986979166,1131980.0,1204920.0,1048100.0,1021240.0,1013360.0,1027140.0,1030860.0,1014490.0,1177590.0,1317540.0,1219415.0,1226960.0,1192850.0,1187590.0,1199930.0,1083223.333333333,1061570.0,1018023.3333333335,1002576.6666666665,997350.0,944030.0,938850.0,919765.0,915956.6666666665,913056.6666666665,0
2018-02-14,152.78828055839168,156.11566900069477,151.97452435390812,154.8046112060547,751000,1,152.69967651367188,155.7151092529297,157.76760025024413,156.17052001953124,153.95332005818685,968560.0,994900.0,1204135.0,1092133.333333333,943485.0,153.88235473632812,154.65994262695312,151.0070343017578,149.14443969726562,155.08486938476562,152.7557281494141,153.4103515625,153.56044311523436,155.55868225097657,158.7305419921875,156.63827514648438,157.71244201660156,158.7477279663086,160.46205444335936,162.10223693847655,157.77528533935546,157.7192253112793,157.79608154296875,157.88740463256838,157.9443687438965,156.07347056070964,156.0267542521159,156.0153010050456,156.10782928466796,156.26485544840494,153.82778981526693,153.681312306722,153.51334406534832,153.41628545125323,153.3559575398763,990740.0,1131980.0,1204920.0,1048100.0,1021240.0,1002050.0,1027140.0,1030860.0,1014490.0,1177590.0,1206805.0,1219415.0,1226960.0,1192850.0,1187590.0,1089633.333333333,1083223.333333333,1061570.0,1018023.3333333335,1002576.6666666665,941620.0,944030.0,938850.0,919765.0,915956.6666666665,0
2018-02-15,156.2512698612893,160.5732471181162,155.03063571529256,159.80470275878906,894900,0,154.83172912597655,155.19520568847656,158.19030303955074,156.40862070719402,154.12421010335285,960960.0,1004530.0,1195805.0,1089856.666666667,944930.0,154.8046112060547,153.88235473632812,154.65994262695312,151.0070343017578,149.14443969726562,152.69967651367188,152.7557281494141,153.4103515625,153.56044311523436,155.55868225097657,155.7151092529297,156.63827514648438,157.71244201660156,158.7477279663086,160.46205444335936,157.76760025024413,157.77528533935546,157.7192253112793,157.79608154296875,157.88740463256838,156.17052001953124,156.07347056070964,156.0267542521159,156.0153010050456,156.10782928466796,153.95332005818685,153.82778981526693,153.681312306722,153.51334406534832,153.41628545125323,968560.0,990740.0,1131980.0,1204920.0,1048100.0,994900.0,1002050.0,1027140.0,1030860.0,1014490.0,1204135.0,1206805.0,1219415.0,1226960.0,1192850.0,1092133.333333333,1089633.333333333,1083223.333333333,1061570.0,1018023.3333333335,943485.0,941620.0,944030.0,938850.0,919765.0,0
2018-02-16,159.55153372097868,162.75232334284644,155.66355879289588,156.1518096923828,1288400,0,155.86068420410157,154.71056365966797,158.42403259277344,156.52555948893232,154.23723246256512,891460.0,1048190.0,1216240.0,1112223.333333333,957171.6666666665,159.80470275878906,154.8046112060547,153.88235473632812,154.65994262695312,151.0070343017578,154.83172912597655,152.69967651367188,152.7557281494141,153.4103515625,153.56044311523436,155.19520568847656,155.7151092529297,156.63827514648438,157.71244201660156,158.7477279663086,158.19030303955074,157.76760025024413,157.77528533935546,157.7192253112793,157.79608154296875,156.40862070719402,156.17052001953124,156.07347056070964,156.0267542521159,156.0153010050456,154.12421010335285,153.95332005818685,153.82778981526693,153.681312306722,153.51334406534832,960960.0,968560.0,990740.0,1131980.0,1204920.0,1004530.0,994900.0,1002050.0,1027140.0,1030860.0,1195805.0,1204135.0,1206805.0,1219415.0,1226960.0,1089856.666666667,1092133.333333333,1089633.333333333,1083223.333333333,1061570.0,944930.0,943485.0,941620.0,944030.0,938850.0,0
2018-02-20,155.79017976672424,156.73052067289444,151.69424644304516,152.3542938232422,1059100,0,155.39955444335936,154.4049530029297,158.50767059326168,156.52616271972656,154.23150583902995,917100.0,1024540.0,1213730.0,1128820.0,951480.0,156.1518096923828,159.80470275878906,154.8046112060547,153.88235473632812,154.65994262695312,155.86068420410157,154.83172912597655,152.69967651367188,152.7557281494141,153.4103515625,154.71056365966797,155.19520568847656,155.7151092529297,156.63827514648438,157.71244201660156,158.42403259277344,158.19030303955074,157.76760025024413,157.77528533935546,157.7192253112793,156.52555948893232,156.40862070719402,156.17052001953124,156.07347056070964,156.0267542521159,154.23723246256512,154.12421010335285,153.95332005818685,153.82778981526693,153.681312306722,891460.0,960960.0,968560.0,990740.0,1131980.0,1048190.0,1004530.0,994900.0,1002050.0,1027140.0,1216240.0,1195805.0,1204135.0,1206805.0,1219415.0,1112223.333333333,1089856.666666667,1092133.333333333,1089633.333333333,1083223.333333333,957171.6666666665,944930.0,943485.0,941620.0,944030.0,0
2018-02-21,152.6707603951979,153.00530249671786,150.32892429449294,150.35604858398438,1152000,1,154.69429321289059,153.72501068115238,158.25043182373048,156.44297790527344,154.22623138427738,1029080.0,1009910.0,1163725.0,1136590.0,955856.6666666665,152.3542938232422,156.1518096923828,159.80470275878906,154.8046112060547,153.88235473632812,155.39955444335936,155.86068420410157,154.83172912597655,152.69967651367188,152.7557281494141,154.4049530029297,154.71056365966797,155.19520568847656,155.7151092529297,156.63827514648438,158.50767059326168,158.42403259277344,158.19030303955074,157.76760025024413,157.77528533935546,156.52616271972656,156.52555948893232,156.40862070719402,156.17052001953124,156.07347056070964,154.23150583902995,154.23723246256512,154.12421010335285,153.95332005818685,153.82778981526693,917100.0,891460.0,960960.0,968560.0,990740.0,1024540.0,1048190.0,1004530.0,994900.0,1002050.0,1213730.0,1216240.0,1195805.0,1204135.0,1206805.0,1128820.0,1112223.333333333,1089856.666666667,1092133.333333333,1089633.333333333,951480.0,957171.6666666665,944930.0,943485.0,941620.0,0
2018-02-22,150.6725095090345,152.48990579776228,150.3198799665444,152.33619689941406,679400,1,154.2006103515625,153.45014343261718,157.77619018554688,156.44629364013673,154.23617706298828,1014760.0,991660.0,1084625.0,1122280.0,961575.0,150.35604858398438,152.3542938232422,156.1518096923828,159.80470275878906,154.8046112060547,154.69429321289059,155.39955444335936,155.86068420410157,154.83172912597655,152.69967651367188,153.72501068115238,154.4049530029297,154.71056365966797,155.19520568847656,155.7151092529297,158.25043182373048,158.50767059326168,158.42403259277344,158.19030303955074,157.76760025024413,156.44297790527344,156.52616271972656,156.52555948893232,156.40862070719402,156.17052001953124,154.22623138427738,154.23150583902995,154.23723246256512,154.12421010335285,153.95332005818685,1029080.0,917100.0,891460.0,960960.0,968560.0,1009910.0,1024540.0,1048190.0,1004530.0,994900.0,1163725.0,1213730.0,1216240.0,1195805.0,1204135.0,1136590.0,1128820.0,1112223.333333333,1089856.666666667,1092133.333333333,955856.6666666665,951480.0,957171.6666666665,944930.0,943485.0,0
2018-02-23,153.43024363080931,156.0161979246224,152.33618020790578,155.01255798339844,750300,0,153.24218139648437,154.03695526123047,157.2495048522949,156.60392150878906,154.33322575887044,985840.0,973400.0,993945.0,1119700.0,957650.0,152.33619689941406,150.35604858398438,152.3542938232422,156.1518096923828,159.80470275878906,154.2006103515625,154.69429321289059,155.39955444335936,155.86068420410157,154.83172912597655,153.45014343261718,153.72501068115238,154.4049530029297,154.71056365966797,155.19520568847656,157.77619018554688,158.25043182373048,158.50767059326168,158.42403259277344,158.19030303955074,156.44629364013673,156.44297790527344,156.52616271972656,156.52555948893232,156.40862070719402,154.23617706298828,154.22623138427738,154.23150583902995,154.23723246256512,154.12421010335285,1014760.0,1029080.0,917100.0,891460.0,960960.0,991660.0,1009910.0,1024540.0,1048190.0,1004530.0,1084625.0,1163725.0,1213730.0,1216240.0,1195805.0,1122280.0,1136590.0,1128820.0,1112223.333333333,1089856.666666667,961575.0,955856.6666666665,951480.0,957171.6666666665,944930.0,0
