Date,Open,High,Low,Close,Volume,sgn,ma5,ma10,ma20,ma30,ma60,ma_vol5,ma_vol10,ma_vol20,ma_vol30,ma_vol60,Pre1Close,Pre2Close,Pre3Close,Pre4Close,Pre5Close,Pre1ma5,Pre2ma5,Pre3ma5,Pre4ma5,Pre5ma5,Pre1ma10,Pre2ma10,Pre3ma10,Pre4ma10,Pre5ma10,Pre1ma20,Pre2ma20,Pre3ma20,Pre4ma20,Pre5ma20,Pre1ma30,Pre2ma30,Pre3ma30,Pre4ma30,Pre5ma30,Pre1ma60,Pre2ma60,Pre3ma60,Pre4ma60,Pre5ma60,Pre1ma_vol5,Pre2ma_vol5,Pre3ma_vol5,Pre4ma_vol5,Pre5ma_vol5,Pre1ma_vol10,Pre2ma_vol10,Pre3ma_vol10,Pre4ma_vol10,Pre5ma_vol10,Pre1ma_vol20,Pre2ma_vol20,Pre3ma_vol20,Pre4ma_vol20,Pre5ma_vol20,Pre1ma_vol30,Pre2ma_vol30,Pre3ma_vol30,Pre4ma_vol30,Pre5ma_vol30,Pre1ma_vol60,Pre2ma_vol60,Pre3ma_vol60,Pre4ma_vol60,Pre5ma_vol60,predict
2018-02-09,109.19443938373743,109.25378714903557,102.22079018411144,107.95797729492188,1577900,1,108.9590087890625,112.877108001709,114.82033233642578,112.19458033243816,104.22034823099771,1562600.0,1419500.0,1377200.0,1400196.666666667,1618401.666666667,108.44266510009766,108.73941040039062,110.98483276367188,108.67015838623048,112.69608306884766,109.90662994384766,111.42203826904294,112.81874542236328,114.21742858886721,116.79520721435549,114.3114028930664,115.42817459106443,116.52219619750977,117.20472259521485,118.01287536621092,115.00876884460449,115.05624847412108,115.08394470214844,115.04388313293457,115.15862731933592,111.88562927246092,111.63273111979169,111.32345072428387,110.9254742940267,110.55189819335938,103.77670415242511,103.30751724243164,102.82069816589356,102.27932014465333,101.77602564493814,1465480.0,1307620.0,1122060.0,1251980.0,1276400.0,1410550.0,1380630.0,1284140.0,1287830.0,1320880.0,1349100.0,1307165.0,1253560.0,1254410.0,1290165.0,1380550.0,1347723.333333333,1317526.666666667,1312523.333333333,1305860.0,1657011.666666667,1663553.333333333,1659136.666666667,1692358.333333333,1692025.0,1
2018-02-12,108.61082259809557,109.59999217532132,106.87977583795046,108.2942886352539,1181400,0,108.8838348388672,111.5506317138672,114.50083045959472,112.51672032674152,104.44815826416016,1542560.0,1397270.0,1357315.0,1419423.333333333,1468861.666666667,107.95797729492188,108.44266510009766,108.73941040039062,110.98483276367188,108.67015838623048,108.9590087890625,109.90662994384766,111.42203826904294,112.81874542236328,114.21742858886721,112.877108001709,114.3114028930664,115.42817459106443,116.52219619750977,117.20472259521485,114.82033233642578,115.00876884460449,115.05624847412108,115.08394470214844,115.04388313293457,112.19458033243816,111.88562927246092,111.63273111979169,111.32345072428387,110.9254742940267,104.22034823099771,103.77670415242511,103.30751724243164,102.82069816589356,102.27932014465333,1562600.0,1465480.0,1307620.0,1122060.0,1251980.0,1419500.0,1410550.0,1380630.0,1284140.0,1287830.0,1377200.0,1349100.0,1307165.0,1253560.0,1254410.0,1400196.666666667,1380550.0,1347723.333333333,1317526.666666667,1312523.333333333,1618401.666666667,1657011.666666667,1663553.333333333,1659136.666666667,1692358.333333333,1
2018-02-13,107.98764261647413,108.79876138056223,104.81240912973536,105.06959533691406,1392100,1,107.70078735351562,110.25976638793944,114.12098808288576,112.73202972412108,104.69043464660645,1572960.0,1347510.0,1352015.0,1433520.0,1440830.0,108.2942886352539,107.95797729492188,108.44266510009766,108.73941040039062,110.98483276367188,108.8838348388672,108.9590087890625,109.90662994384766,111.42203826904294,112.81874542236328,111.5506317138672,112.877108001709,114.3114028930664,115.42817459106443,116.52219619750977,114.50083045959472,114.82033233642578,115.00876884460449,115.05624847412108,115.08394470214844,112.51672032674152,112.19458033243816,111.88562927246092,111.63273111979169,111.32345072428387,104.44815826416016,104.22034823099771,103.77670415242511,103.30751724243164,102.82069816589356,1542560.0,1562600.0,1465480.0,1307620.0,1122060.0,1397270.0,1419500.0,1410550.0,1380630.0,1284140.0,1357315.0,1377200.0,1349100.0,1307165.0,1253560.0,1419423.333333333,1400196.666666667,1380550.0,1347723.333333333,1317526.666666667,1468861.666666667,1618401.666666667,1657011.666666667,1663553.333333333,1659136.666666667,1
2018-02-14,104.35739771015983,108.80866111959793,104.11999910808414,107.83927154541016,1106700,0,107.52075958251952,109.47139892578123,113.80791625976562,112.82863922119141,104.99666659037271,1361600.0,1334610.0,1339640.0,1382926.666666667,1421125.0,105.06959533691406,108.2942886352539,107.95797729492188,108.44266510009766,108.73941040039062,107.70078735351562,108.8838348388672,108.9590087890625,109.90662994384766,111.42203826904294,110.25976638793944,111.5506317138672,112.877108001709,114.3114028930664,115.42817459106443,114.12098808288576,114.50083045959472,114.82033233642578,115.00876884460449,115.05624847412108,112.73202972412108,112.51672032674152,112.19458033243816,111.88562927246092,111.63273111979169,104.69043464660645,104.44815826416016,104.22034823099771,103.77670415242511,103.30751724243164,1572960.0,1542560.0,1562600.0,1465480.0,1307620.0,1347510.0,1397270.0,1419500.0,1410550.0,1380630.0,1352015.0,1357315.0,1377200.0,1349100.0,1307165.0,1433520.0,1419423.333333333,1400196.666666667,1380550.0,1347723.333333333,1440830.0,1468861.666666667,1618401.666666667,1657011.666666667,1663553.333333333,1
2018-02-15,108.04699852299335,109.08562207295807,106.40497336767042,107.60186767578124,818400,0,107.35260009765624,108.62961502075196,113.47407264709473,112.88568115234376,105.3192075093587,1215300.0,1340390.0,1334515.0,1340646.666666667,1408945.0,107.83927154541016,105.06959533691406,108.2942886352539,107.95797729492188,108.44266510009766,107.52075958251952,107.70078735351562,108.8838348388672,108.9590087890625,109.90662994384766,109.47139892578123,110.25976638793944,111.5506317138672,112.877108001709,114.3114028930664,113.80791625976562,114.12098808288576,114.50083045959472,114.82033233642578,115.00876884460449,112.82863922119141,112.73202972412108,112.51672032674152,112.19458033243816,111.88562927246092,104.99666659037271,104.69043464660645,104.44815826416016,104.22034823099771,103.77670415242511,1361600.0,1572960.0,1542560.0,1562600.0,1465480.0,1334610.0,1347510.0,1397270.0,1419500.0,1410550.0,1339640.0,1352015.0,1357315.0,1377200.0,1349100.0,1382926.666666667,1433520.0,1419423.333333333,1400196.666666667,1380550.0,1421125.0,1440830.0,1468861.666666667,1618401.666666667,1657011.666666667,1
2018-02-16,107.542514754321,108.15579504579556,104.63435386044071,106.40496826171876,946700,0,107.04199829101564,108.00050354003906,113.006689453125,112.77258605957032,105.58621152242023,1089060.0,1325830.0,1323355.0,1302053.333333333,1399755.0,107.60186767578124,107.83927154541016,105.06959533691406,108.2942886352539,107.95797729492188,107.35260009765624,107.52075958251952,107.70078735351562,108.8838348388672,108.9590087890625,108.62961502075196,109.47139892578123,110.25976638793944,111.5506317138672,112.877108001709,113.47407264709473,113.80791625976562,114.12098808288576,114.50083045959472,114.82033233642578,112.88568115234376,112.82863922119141,112.73202972412108,112.51672032674152,112.19458033243816,105.3192075093587,104.99666659037271,104.69043464660645,104.44815826416016,104.22034823099771,1215300.0,1361600.0,1572960.0,1542560.0,1562600.0,1340390.0,1334610.0,1347510.0,1397270.0,1419500.0,1334515.0,1339640.0,1352015.0,1357315.0,1377200.0,1340646.666666667,1382926.666666667,1433520.0,1419423.333333333,1400196.666666667,1408945.0,1421125.0,1440830.0,1468861.666666667,1618401.666666667,1
2018-02-20,106.23680779478642,107.2061896967149,102.59666366488608,104.2090072631836,2369200,1,106.22494201660156,107.55438842773438,112.37955551147459,112.54738489786786,105.85780639648438,1326620.0,1434590.0,1361210.0,1314470.0,1412396.666666667,106.40496826171876,107.60186767578124,107.83927154541016,105.06959533691406,108.2942886352539,107.04199829101564,107.35260009765624,107.52075958251952,107.70078735351562,108.8838348388672,108.00050354003906,108.62961502075196,109.47139892578123,110.25976638793944,111.5506317138672,113.006689453125,113.47407264709473,113.80791625976562,114.12098808288576,114.50083045959472,112.77258605957032,112.88568115234376,112.82863922119141,112.73202972412108,112.51672032674152,105.58621152242023,105.3192075093587,104.99666659037271,104.69043464660645,104.44815826416016,1089060.0,1215300.0,1361600.0,1572960.0,1542560.0,1325830.0,1340390.0,1334610.0,1347510.0,1397270.0,1323355.0,1334515.0,1339640.0,1352015.0,1357315.0,1302053.333333333,1340646.666666667,1382926.666666667,1433520.0,1419423.333333333,1399755.0,1408945.0,1421125.0,1440830.0,1468861.666666667,1
2018-02-21,115.69329186611229,118.00795298165708,112.00369296269696,112.76535034179688,5545200,0,107.76409301757812,107.73244018554688,112.12731819152832,112.63344319661456,106.2606383005778,2157240.0,1865100.0,1574620.0,1457406.666666667,1489688.333333333,104.2090072631836,106.40496826171876,107.60186767578124,107.83927154541016,105.06959533691406,106.22494201660156,107.04199829101564,107.35260009765624,107.52075958251952,107.70078735351562,107.55438842773438,108.00050354003906,108.62961502075196,109.47139892578123,110.25976638793944,112.37955551147459,113.006689453125,113.47407264709473,113.80791625976562,114.12098808288576,112.54738489786786,112.77258605957032,112.88568115234376,112.82863922119141,112.73202972412108,105.85780639648438,105.58621152242023,105.3192075093587,104.99666659037271,104.69043464660645,1326620.0,1089060.0,1215300.0,1361600.0,1572960.0,1434590.0,1325830.0,1340390.0,1334610.0,1347510.0,1361210.0,1323355.0,1334515.0,1339640.0,1352015.0,1314470.0,1302053.333333333,1340646.666666667,1382926.666666667,1433520.0,1412396.666666667,1399755.0,1408945.0,1421125.0,1440830.0,1
2018-02-22,113.85340691874949,114.24907622455099,109.00647490290052,109.2933349609375,1465800,1,108.05490570068359,107.78783264160157,111.60800361633301,112.63344319661456,106.61202888488769,2229060.0,1795330.0,1587980.0,1469886.666666667,1505393.333333333,112.76535034179688,104.2090072631836,106.40496826171876,107.60186767578124,107.83927154541016,107.76409301757812,106.22494201660156,107.04199829101564,107.35260009765624,107.52075958251952,107.73244018554688,107.55438842773438,108.00050354003906,108.62961502075196,109.47139892578123,112.12731819152832,112.37955551147459,113.006689453125,113.47407264709473,113.80791625976562,112.63344319661456,112.54738489786786,112.77258605957032,112.88568115234376,112.82863922119141,106.2606383005778,105.85780639648438,105.58621152242023,105.3192075093587,104.99666659037271,2157240.0,1326620.0,1089060.0,1215300.0,1361600.0,1865100.0,1434590.0,1325830.0,1340390.0,1334610.0,1574620.0,1361210.0,1323355.0,1334515.0,1339640.0,1457406.666666667,1314470.0,1302053.333333333,1340646.666666667,1382926.666666667,1489688.333333333,1412396.666666667,1399755.0,1408945.0,1421125.0,0
2018-02-23,109.94619871004991,115.80208072633988,109.87695714233843,115.0602035522461,1504200,0,109.54657287597657,108.4495864868164,111.3804946899414,112.8223747253418,107.04898935953777,2366220.0,1790760.0,1600655.0,1496320.0,1516150.0,109.2933349609375,112.76535034179688,104.2090072631836,106.40496826171876,107.60186767578124,108.05490570068359,107.76409301757812,106.22494201660156,107.04199829101564,107.35260009765624,107.78783264160157,107.73244018554688,107.55438842773438,108.00050354003906,108.62961502075196,111.60800361633301,112.12731819152832,112.37955551147459,113.006689453125,113.47407264709473,112.63344319661456,112.63344319661456,112.54738489786786,112.77258605957032,112.88568115234376,106.61202888488769,106.2606383005778,105.85780639648438,105.58621152242023,105.3192075093587,2229060.0,2157240.0,1326620.0,1089060.0,1215300.0,1795330.0,1865100.0,1434590.0,1325830.0,1340390.0,1587980.0,1574620.0,1361210.0,1323355.0,1334515.0,1469886.666666667,1457406.666666667,1314470.0,1302053.333333333,1340646.666666667,1505393.333333333,1489688.333333333,1412396.666666667,1399755.0,1408945.0,0
